"iso2","year","number_firms"
"GD",2002,5
"GD",2003,5
"GD",2004,6
"GD",2005,6
"GD",2006,6
"GD",2007,6
"GD",2008,6
"GD",2009,6
"GD",2010,6
"GD",2011,6
"GD",2012,6
"GD",2013,6
"GD",2014,6
"GD",2015,6
"GD",2016,6
"GD",2017,6
"GD",2018,6
"GD",2019,6
"GD",2020,6
"GD",2021,6
"GD",2022,6
"GE",2000,110989
"GE",2001,123673
"GE",2002,135496
"GE",2003,147888
"GE",2004,170478
"GE",2005,197557
"GE",2006,230719
"GE",2007,272323
"GE",2008,304958
"GE",2009,337563
"GE",2010,376720
"GE",2011,424762
"GE",2012,465717
"GE",2013,511851
"GE",2014,558331
"GE",2015,603260
"GE",2016,649198
"GE",2017,698407
"GE",2018,745806
"GE",2019,793341
"GE",2020,831988
"GE",2021,842840
"GE",2022,842833
"GH",2000,102
"GH",2001,105
"GH",2002,112
"GH",2003,117
"GH",2004,124
"GH",2005,132
"GH",2006,139
"GH",2007,144
"GH",2008,153
"GH",2009,160
"GH",2010,165
"GH",2011,171
"GH",2012,189
"GH",2013,283
"GH",2014,403
"GH",2015,46320
"GH",2016,93147
"GH",2017,156784
"GH",2018,188995
"GH",2019,194754
"GH",2020,194754
"GH",2021,194754
"GH",2022,194754
"GM",2000,58
"GM",2001,63
"GM",2002,64
"GM",2003,65
"GM",2004,65
"GM",2005,66
"GM",2006,76
"GM",2007,80
"GM",2008,87
"GM",2009,92
"GM",2010,96
"GM",2011,100
"GM",2012,107
"GM",2013,112
"GM",2014,117
"GM",2015,124
"GM",2016,127
"GM",2017,134
"GM",2018,139
"GM",2019,149
"GM",2020,153
"GM",2021,154
"GM",2022,155
"GN",2000,46
"GN",2001,49
"GN",2002,51
"GN",2003,56
"GN",2004,64
"GN",2005,68
"GN",2006,73
"GN",2007,78
"GN",2008,81
"GN",2009,85
"GN",2010,93
"GN",2011,99
"GN",2012,106
"GN",2013,283
"GN",2014,294
"GN",2015,297
"GN",2016,309
"GN",2017,320
"GN",2018,328
"GN",2019,340
"GN",2020,344
"GN",2021,349
"GN",2022,349
"GQ",2000,22
"GQ",2001,23
"GQ",2002,30
"GQ",2003,37
"GQ",2004,38
"GQ",2005,43
"GQ",2006,46
"GQ",2007,49
"GQ",2008,52
"GQ",2009,55
"GQ",2010,63
"GQ",2011,65
"GQ",2012,69
"GQ",2013,72
"GQ",2014,76
"GQ",2015,76
"GQ",2016,77
"GQ",2017,79
"GQ",2018,80
"GQ",2019,81
"GQ",2020,81
"GQ",2021,81
"GQ",2022,81
"GR",2000,47601
"GR",2001,51777
"GR",2002,55957
"GR",2003,60630
"GR",2004,65321
"GR",2005,71007
"GR",2006,77549
"GR",2007,86174
"GR",2008,93039
"GR",2009,99715
"GR",2010,105984
"GR",2011,125060
"GR",2012,130832
"GR",2013,137253
"GR",2014,143378
"GR",2015,149729
"GR",2016,157736
"GR",2017,168098
"GR",2018,171232
"GR",2019,174169
"GR",2020,172461
"GR",2021,172468
"GR",2022,172440
"GT",2000,233461
"GT",2001,253039
"GT",2002,271513
"GT",2003,288502
"GT",2004,308194
"GT",2005,319852
"GT",2006,323534
"GT",2007,324181
"GT",2008,324737
"GT",2009,325028
"GT",2010,325066
"GT",2011,325072
"GT",2012,325077
"GT",2013,325079
"GT",2014,325089
"GT",2015,325091
"GT",2016,325092
"GT",2017,325093
"GT",2018,325092
"GT",2019,325092
"GT",2020,325091
"GT",2021,325091
"GT",2022,325091
"GW",2000,14
"GW",2001,15
"GW",2002,15
"GW",2003,16
"GW",2004,18
"GW",2005,20
"GW",2006,21
"GW",2007,22
"GW",2008,23
"GW",2009,23
"GW",2010,24
"GW",2011,24
"GW",2012,25
"GW",2013,27
"GW",2014,30
"GW",2015,32
"GW",2016,33
"GW",2017,34
"GW",2018,37
"GW",2019,38
"GW",2020,38
"GW",2021,38
"GW",2022,38
"GY",2000,4041
"GY",2001,4201
"GY",2002,4371
"GY",2003,4518
"GY",2004,4715
"GY",2005,4941
"GY",2006,5075
"GY",2007,5117
"GY",2008,5179
"GY",2009,5337
"GY",2010,5432
"GY",2011,5728
"GY",2012,6086
"GY",2013,6423
"GY",2014,6484
"GY",2015,6492
"GY",2016,6503
"GY",2017,6503
"GY",2018,6503
"GY",2019,6503
"GY",2020,6503
"GY",2021,6503
"GY",2022,6503
"HN",2000,46
"HN",2001,47
"HN",2002,50
"HN",2003,51
"HN",2004,51
"HN",2005,54
"HN",2006,54
"HN",2007,55
"HN",2008,58
"HN",2009,59
"HN",2010,59
"HN",2011,61
"HN",2012,61
"HN",2013,62
"HN",2014,62
"HN",2015,62
"HN",2016,62
"HN",2017,62
"HN",2018,61
"HN",2019,61
"HN",2020,61
"HN",2021,61
"HN",2022,61
"HR",2000,75895
"HR",2001,81148
"HR",2002,87671
"HR",2003,95278
"HR",2004,103605
"HR",2005,113231
"HR",2006,124345
"HR",2007,136223
"HR",2008,147230
"HR",2009,156517
"HR",2010,165736
"HR",2011,175272
"HR",2012,186341
"HR",2013,202270
"HR",2014,215595
"HR",2015,227629
"HR",2016,240893
"HR",2017,246455
"HR",2018,258258
"HR",2019,275141
"HR",2020,285538
"HR",2021,302401
"HR",2022,292614
"HT",2000,10
"HT",2001,10
"HT",2002,10
"HT",2003,11
"HT",2004,11
"HT",2005,11
"HT",2006,11
"HT",2007,11
"HT",2008,11
"HT",2009,11
"HT",2010,11
"HT",2011,11
"HT",2012,11
"HT",2013,11
"HT",2014,11
"HT",2015,11
"HT",2016,11
"HT",2017,11
"HT",2018,11
"HT",2019,11
"HT",2020,11
"HT",2021,11
"HT",2022,11
"HU",2000,410930
"HU",2001,450205
"HU",2002,493424
"HU",2003,537988
"HU",2004,578599
"HU",2005,620487
"HU",2006,661642
"HU",2007,711127
"HU",2008,779167
"HU",2009,839895
"HU",2010,906403
"HU",2011,978401
"HU",2012,1034379
"HU",2013,1099934
"HU",2014,1113297
"HU",2015,1160689
"HU",2016,1121969
"HU",2017,1170193
"HU",2018,1225368
"HU",2019,1118383
"HU",2020,1124134
"HU",2021,1147169
"HU",2022,1039227
"ID",2000,13516
"ID",2001,14065
"ID",2002,14660
"ID",2003,15195
"ID",2004,15690
"ID",2005,16196
"ID",2006,16562
"ID",2007,16920
"ID",2008,17287
"ID",2009,17592
"ID",2010,17903
"ID",2011,18241
"ID",2012,18534
"ID",2013,18246
"ID",2014,18218
"ID",2015,18268
"ID",2016,18098
"ID",2017,17412
"ID",2018,17024
"ID",2019,16494
"ID",2020,15849
"ID",2021,15766
"ID",2022,15762
"IE",2000,188531
"IE",2001,205467
"IE",2002,222651
"IE",2003,242304
"IE",2004,264771
"IE",2005,290861
"IE",2006,321944
"IE",2007,354017
"IE",2008,382170
"IE",2009,410533
"IE",2010,442324
"IE",2011,474412
"IE",2012,504912
"IE",2013,523443
"IE",2014,545986
"IE",2015,572077
"IE",2016,600719
"IE",2017,624007
"IE",2018,648622
"IE",2019,671144
"IE",2020,689792
"IE",2021,707191
"IE",2022,705640
"IL",2000,284131
"IL",2001,304121
"IL",2002,328386
"IL",2003,349969
"IL",2004,375970
"IL",2005,402157
"IL",2006,428771
"IL",2007,457797
"IL",2008,485111
"IL",2009,512734
"IL",2010,542009
"IL",2011,568959
"IL",2012,592023
"IL",2013,607094
"IL",2014,610939
"IL",2015,621038
"IL",2016,629953
"IL",2017,620996
"IL",2018,624837
"IL",2019,597856
"IL",2020,602225
"IL",2021,609037
"IL",2022,609267
"IN",2000,359396
"IN",2001,374414
"IN",2002,390693
"IN",2003,411543
"IN",2004,440272
"IN",2005,482909
"IN",2006,527558
"IN",2007,585007
"IN",2008,651234
"IN",2009,710206
"IN",2010,796682
"IN",2011,895847
"IN",2012,1001586
"IN",2013,1097127
"IN",2014,1175426
"IN",2015,1270992
"IN",2016,1389758
"IN",2017,1525435
"IN",2018,1656945
"IN",2019,1603859
"IN",2020,1629478
"IN",2021,1801603
"IN",2022,1858246
"IQ",2000,312
"IQ",2001,332
"IQ",2002,356
"IQ",2003,409
"IQ",2004,491
"IQ",2005,570
"IQ",2006,625
"IQ",2007,713
"IQ",2008,784
"IQ",2009,855
"IQ",2010,924
"IQ",2011,979
"IQ",2012,1047
"IQ",2013,1097
"IQ",2014,1144
"IQ",2015,1173
"IQ",2016,1188
"IQ",2017,1199
"IQ",2018,1212
"IQ",2019,1219
"IQ",2020,1221
"IQ",2021,1224
"IQ",2022,1225
"IR",2000,168067
"IR",2001,183327
"IR",2002,205972
"IR",2003,235330
"IR",2004,269727
"IR",2005,314240
"IR",2006,352693
"IR",2007,401552
"IR",2008,439468
"IR",2009,471235
"IR",2010,509345
"IR",2011,540396
"IR",2012,571057
"IR",2013,601000
"IR",2014,637281
"IR",2015,666733
"IR",2016,688680
"IR",2017,695826
"IR",2018,696812
"IR",2019,696815
"IR",2020,696817
"IR",2021,696816
"IR",2022,696815
"IS",2000,9056
"IS",2001,10259
"IS",2002,12381
"IS",2003,13964
"IS",2004,15736
"IS",2005,17989
"IS",2006,20451
"IS",2007,23333
"IS",2008,25414
"IS",2009,27763
"IS",2010,29197
"IS",2011,30647
"IS",2012,31772
"IS",2013,32364
"IS",2014,33360
"IS",2015,34764
"IS",2016,36639
"IS",2017,37956
"IS",2018,39215
"IS",2019,40303
"IS",2020,41661
"IS",2021,41247
"IS",2022,40208
"IT",2000,1059866
"IT",2001,1147761
"IT",2002,1237549
"IT",2003,1325853
"IT",2004,1430310
"IT",2005,1542661
"IT",2006,1663225
"IT",2007,1805607
"IT",2008,1942994
"IT",2009,2072133
"IT",2010,2229994
"IT",2011,2363170
"IT",2012,2525980
"IT",2013,2655371
"IT",2014,2805389
"IT",2015,2990146
"IT",2016,3193405
"IT",2017,3396262
"IT",2018,3611410
"IT",2019,3815215
"IT",2020,3981761
"IT",2021,4192766
"IT",2022,4248927
"JM",2000,51812
"JM",2001,56624
"JM",2002,61082
"JM",2003,65833
"JM",2004,70613
"JM",2005,75496
"JM",2006,81377
"JM",2007,88191
"JM",2008,95907
"JM",2009,103980
"JM",2010,111311
"JM",2011,118977
"JM",2012,127291
"JM",2013,135850
"JM",2014,144250
"JM",2015,155064
"JM",2016,166939
"JM",2017,176216
"JM",2018,186441
"JM",2019,196049
"JM",2020,208028
"JM",2021,222200
"JM",2022,223546
"JO",2000,195472
"JO",2001,208049
"JO",2002,221640
"JO",2003,235159
"JO",2004,252004
"JO",2005,269142
"JO",2006,289350
"JO",2007,308282
"JO",2008,328323
"JO",2009,347388
"JO",2010,366556
"JO",2011,385527
"JO",2012,403111
"JO",2013,419754
"JO",2014,437700
"JO",2015,455366
"JO",2016,477034
"JO",2017,498751
"JO",2018,522612
"JO",2019,548970
"JO",2020,574778
"JO",2021,576900
"JO",2022,576933
"JP",2000,856447
"JP",2001,878303
"JP",2002,900678
"JP",2003,924755
"JP",2004,950077
"JP",2005,976236
"JP",2006,1005184
"JP",2007,1029871
"JP",2008,1052268
"JP",2009,1074895
"JP",2010,1098439
"JP",2011,1123054
"JP",2012,1148029
"JP",2013,1173210
"JP",2014,1199254
"JP",2015,1225417
"JP",2016,1251089
"JP",2017,1275189
"JP",2018,1294529
"JP",2019,1310824
"JP",2020,1320433
"JP",2021,1323942
"JP",2022,1322672
"KE",2000,356707
"KE",2001,378291
"KE",2002,400189
"KE",2003,423789
"KE",2004,449471
"KE",2005,478561
"KE",2006,515788
"KE",2007,561002
"KE",2008,617560
"KE",2009,682134
"KE",2010,750582
"KE",2011,823670
"KE",2012,896075
"KE",2013,981197
"KE",2014,1089636
"KE",2015,1197826
"KE",2016,1319192
"KE",2017,1412363
"KE",2018,1474401
"KE",2019,1474408
"KE",2020,1474417
"KE",2021,1474422
"KE",2022,1474422
"KG",2000,156599
"KG",2001,160281
"KG",2002,164445
"KG",2003,168914
"KG",2004,173713
"KG",2005,178395
"KG",2006,183902
"KG",2007,189628
"KG",2008,194259
"KG",2009,199024
"KG",2010,203181
"KG",2011,207816
"KG",2012,212643
"KG",2013,218023
"KG",2014,224010
"KG",2015,230068
"KG",2016,236317
"KG",2017,243216
"KG",2018,250706
"KG",2019,258492
"KG",2020,264272
"KG",2021,269466
"KG",2022,266594
"KH",2000,591
"KH",2001,725
"KH",2002,857
"KH",2003,1005
"KH",2004,1198
"KH",2005,1505
"KH",2006,1851
"KH",2007,2435
"KH",2008,3094
"KH",2009,3753
"KH",2010,4833
"KH",2011,7651
"KH",2012,9115
"KH",2013,10840
"KH",2014,13433
"KH",2015,17655
"KH",2016,23297
"KH",2017,30444
"KH",2018,37260
"KH",2019,42950
"KH",2020,42969
"KH",2021,42969
"KH",2022,42969
"KI",2000,NA
"KI",2001,NA
"KI",2002,NA
"KI",2003,NA
"KI",2004,NA
"KI",2005,NA
"KI",2006,NA
"KI",2007,NA
"KI",2008,NA
"KI",2009,NA
"KI",2010,NA
"KI",2011,NA
"KI",2012,NA
"KI",2013,NA
"KI",2014,NA
"KI",2015,NA
"KI",2016,NA
"KI",2017,NA
"KI",2018,NA
"KI",2019,NA
"KI",2020,NA
"KI",2021,NA
"KI",2022,NA
"KM",2000,16
"KM",2001,17
"KM",2002,17
"KM",2003,17
"KM",2004,19
"KM",2005,21
"KM",2006,22
"KM",2007,25
"KM",2008,25
"KM",2009,27
"KM",2010,35
"KM",2011,56
"KM",2012,639
"KM",2013,768
"KM",2014,854
"KM",2015,918
"KM",2016,918
"KM",2017,949
"KM",2018,951
"KM",2019,953
"KM",2020,953
"KM",2021,974
"KM",2022,974
"KN",2000,6
"KN",2001,9
"KN",2002,9
"KN",2003,9
"KN",2004,9
"KN",2005,9
"KN",2006,9
"KN",2007,9
"KN",2008,9
"KN",2009,9
"KN",2010,9
"KN",2011,9
"KN",2012,9
"KN",2013,9
"KN",2014,9
"KN",2015,9
"KN",2016,9
"KN",2017,9
"KN",2018,9
"KN",2019,9
"KN",2020,9
"KN",2021,9
"KN",2022,9
"KP",2000,1
"KP",2001,1
"KP",2002,1
"KP",2003,1
"KP",2004,1
"KP",2005,1
"KP",2006,1
"KP",2007,1
"KP",2008,1
"KP",2009,1
"KP",2010,1
"KP",2011,1
"KP",2012,1
"KP",2013,1
"KP",2014,1
"KP",2015,1
"KP",2016,1
"KP",2017,1
"KP",2018,1
"KP",2019,1
"KP",2020,1
"KP",2021,1
"KP",2022,1
"KR",2000,331650
"KR",2001,389266
"KR",2002,450758
"KR",2003,512457
"KR",2004,565270
"KR",2005,626143
"KR",2006,696593
"KR",2007,774767
"KR",2008,850755
"KR",2009,940006
"KR",2010,1039223
"KR",2011,1145357
"KR",2012,1240828
"KR",2013,1312265
"KR",2014,1361557
"KR",2015,1448721
"KR",2016,1528828
"KR",2017,1611422
"KR",2018,1705000
"KR",2019,1809600
"KR",2020,1929441
"KR",2021,2017365
"KR",2022,1992981
"KW",2000,6888
"KW",2001,7584
"KW",2002,8492
"KW",2003,9486
"KW",2004,10959
"KW",2005,12507
"KW",2006,14127
"KW",2007,15888
"KW",2008,17430
"KW",2009,18675
"KW",2010,20191
"KW",2011,22130
"KW",2012,24831
"KW",2013,26885
"KW",2014,29429
"KW",2015,32676
"KW",2016,36985
"KW",2017,42921
"KW",2018,52112
"KW",2019,56461
"KW",2020,63730
"KW",2021,66566
"KW",2022,66564
"KZ",2000,94718
"KZ",2001,112572
"KZ",2002,130067
"KZ",2003,149092
"KZ",2004,171215
"KZ",2005,195109
"KZ",2006,222121
"KZ",2007,248349
"KZ",2008,269824
"KZ",2009,290944
"KZ",2010,312400
"KZ",2011,336055
"KZ",2012,360304
"KZ",2013,382988
"KZ",2014,407596
"KZ",2015,422640
"KZ",2016,433019
"KZ",2017,465067
"KZ",2018,494845
"KZ",2019,519123
"KZ",2020,537553
"KZ",2021,566302
"KZ",2022,560560
"LA",2000,71
"LA",2001,72
"LA",2002,72
"LA",2003,72
"LA",2004,74
"LA",2005,75
"LA",2006,75
"LA",2007,78
"LA",2008,3061
"LA",2009,16804
"LA",2010,27058
"LA",2011,27904
"LA",2012,29310
"LA",2013,30918
"LA",2014,32192
"LA",2015,33816
"LA",2016,35790
"LA",2017,38085
"LA",2018,40389
"LA",2019,40397
"LA",2020,40400
"LA",2021,40400
"LA",2022,40400
"LB",2000,214179
"LB",2001,218455
"LB",2002,223234
"LB",2003,228713
"LB",2004,235287
"LB",2005,240794
"LB",2006,246237
"LB",2007,251981
"LB",2008,259488
"LB",2009,268841
"LB",2010,278927
"LB",2011,289411
"LB",2012,299228
"LB",2013,308544
"LB",2014,315857
"LB",2015,325000
"LB",2016,331137
"LB",2017,340379
"LB",2018,344985
"LB",2019,344995
"LB",2020,344999
"LB",2021,344999
"LB",2022,344999
"LC",2000,8
"LC",2001,9
"LC",2002,9
"LC",2003,9
"LC",2004,9
"LC",2005,9
"LC",2006,9
"LC",2007,9
"LC",2008,9
"LC",2009,10
"LC",2010,10
"LC",2011,10
"LC",2012,10
"LC",2013,10
"LC",2014,10
"LC",2015,10
"LC",2016,10
"LC",2017,10
"LC",2018,10
"LC",2019,10
"LC",2020,10
"LC",2021,10
"LC",2022,10
"LI",2000,14167
"LI",2001,14798
"LI",2002,15495
"LI",2003,16320
"LI",2004,17177
"LI",2005,18228
"LI",2006,19536
"LI",2007,20863
"LI",2008,21450
"LI",2009,22246
"LI",2010,23271
"LI",2011,24012
"LI",2012,24828
"LI",2013,24476
"LI",2014,22650
"LI",2015,21485
"LI",2016,20299
"LI",2017,19427
"LI",2018,18929
"LI",2019,18648
"LI",2020,18340
"LI",2021,18222
"LI",2022,17612
"LK",2000,2132
"LK",2001,2219
"LK",2002,2333
"LK",2003,2437
"LK",2004,2538
"LK",2005,2628
"LK",2006,2717
"LK",2007,2815
"LK",2008,2978
"LK",2009,3073
"LK",2010,3167
"LK",2011,3211
"LK",2012,3247
"LK",2013,3277
"LK",2014,3302
"LK",2015,3326
"LK",2016,3348
"LK",2017,3377
"LK",2018,3400
"LK",2019,3396
"LK",2020,3407
"LK",2021,3409
"LK",2022,3410
"LR",2000,289
"LR",2001,317
"LR",2002,348
"LR",2003,390
"LR",2004,488
"LR",2005,592
"LR",2006,833
"LR",2007,1354
"LR",2008,2534
"LR",2009,2549
"LR",2010,2565
"LR",2011,2573
"LR",2012,2588
"LR",2013,2604
"LR",2014,2614
"LR",2015,2627
"LR",2016,2641
"LR",2017,2651
"LR",2018,2660
"LR",2019,2669
"LR",2020,3193
"LR",2021,3316
"LR",2022,3328
"LS",2000,645
"LS",2001,729
"LS",2002,839
"LS",2003,938
"LS",2004,1058
"LS",2005,1229
"LS",2006,1382
"LS",2007,1595
"LS",2008,1864
"LS",2009,2135
"LS",2010,2527
"LS",2011,2900
"LS",2012,4249
"LS",2013,6285
"LS",2014,8223
"LS",2015,10747
"LS",2016,13012
"LS",2017,15396
"LS",2018,19010
"LS",2019,22057
"LS",2020,24275
"LS",2021,23313
"LS",2022,23311
"LT",2000,77628
"LT",2001,84284
"LT",2002,90619
"LT",2003,97317
"LT",2004,102642
"LT",2005,108738
"LT",2006,115584
"LT",2007,124038
"LT",2008,131783
"LT",2009,139529
"LT",2010,148345
"LT",2011,158027
"LT",2012,171887
"LT",2013,182731
"LT",2014,193702
"LT",2015,201214
"LT",2016,208309
"LT",2017,215925
"LT",2018,224039
"LT",2019,233489
"LT",2020,243523
"LT",2021,248908
"LT",2022,228443
"LU",2000,19438
"LU",2001,21319
"LU",2002,23040
"LU",2003,25925
"LU",2004,28828
"LU",2005,33196
"LU",2006,38384
"LU",2007,42600
"LU",2008,46484
"LU",2009,49729
"LU",2010,53674
"LU",2011,58417
"LU",2012,63930
"LU",2013,70408
"LU",2014,77579
"LU",2015,85389
"LU",2016,93149
"LU",2017,101675
"LU",2018,111100
"LU",2019,121533
"LU",2020,132189
"LU",2021,145634
"LU",2022,144664
"LV",2000,76819
"LV",2001,81620
"LV",2002,86615
"LV",2003,93069
"LV",2004,101850
"LV",2005,111696
"LV",2006,124193
"LV",2007,137940
"LV",2008,149519
"LV",2009,160398
"LV",2010,175497
"LV",2011,195286
"LV",2012,213889
"LV",2013,228747
"LV",2014,240986
"LV",2015,248811
"LV",2016,250834
"LV",2017,248797
"LV",2018,243209
"LV",2019,232508
"LV",2020,212759
"LV",2021,209473
"LV",2022,198441
"LY",2000,106
"LY",2001,107
"LY",2002,110
"LY",2003,122
"LY",2004,138
"LY",2005,158
"LY",2006,178
"LY",2007,195
"LY",2008,212
"LY",2009,229
"LY",2010,246
"LY",2011,258
"LY",2012,288
"LY",2013,298
"LY",2014,321
"LY",2015,335
"LY",2016,350
"LY",2017,360
"LY",2018,364
"LY",2019,364
"LY",2020,366
"LY",2021,366
"LY",2022,362
"MA",2000,492369
"MA",2001,526267
"MA",2002,561524
"MA",2003,598952
"MA",2004,639339
"MA",2005,678044
"MA",2006,719342
"MA",2007,766772
"MA",2008,816720
"MA",2009,866683
"MA",2010,916741
"MA",2011,970176
"MA",2012,1027454
"MA",2013,1087670
"MA",2014,1150457
"MA",2015,1216149
"MA",2016,1289471
"MA",2017,1354582
"MA",2018,1442290
"MA",2019,1527751
"MA",2020,1610162
"MA",2021,1698108
"MA",2022,1689797
"MC",2000,1319
"MC",2001,1393
"MC",2002,1468
"MC",2003,1568
"MC",2004,1649
"MC",2005,1774
"MC",2006,1896
"MC",2007,2022
"MC",2008,2226
"MC",2009,2390
"MC",2010,2599
"MC",2011,2865
"MC",2012,3156
"MC",2013,3531
"MC",2014,3894
"MC",2015,4356
"MC",2016,4753
"MC",2017,5280
"MC",2018,5662
"MC",2019,5903
"MC",2020,6193
"MC",2021,5650
"MC",2022,5650
"MD",2000,73562
"MD",2001,77477
"MD",2002,82149
"MD",2003,86498
"MD",2004,92326
"MD",2005,98450
"MD",2006,105493
"MD",2007,114535
"MD",2008,122538
"MD",2009,128758
"MD",2010,134797
"MD",2011,141241
"MD",2012,147843
"MD",2013,154452
"MD",2014,161054
"MD",2015,167339
"MD",2016,171964
"MD",2017,173349
"MD",2018,168937
"MD",2019,166175
"MD",2020,157362
"MD",2021,152648
"MD",2022,152740
"ME",2000,1645
"ME",2001,1721
"ME",2002,7685
"ME",2003,10479
"ME",2004,11943
"ME",2005,13511
"ME",2006,15741
"ME",2007,18800
"ME",2008,21488
"ME",2009,23371
"ME",2010,25277
"ME",2011,27238
"ME",2012,29277
"ME",2013,31510
"ME",2014,33933
"ME",2015,36288
"ME",2016,38448
"ME",2017,34190
"ME",2018,39287
"ME",2019,43869
"ME",2020,47381
"ME",2021,49359
"ME",2022,49320
"MG",2000,6949
"MG",2001,9359
"MG",2002,11342
"MG",2003,14641
"MG",2004,17633
"MG",2005,21234
"MG",2006,24911
"MG",2007,29005
"MG",2008,33438
"MG",2009,36399
"MG",2010,40167
"MG",2011,44358
"MG",2012,48356
"MG",2013,52266
"MG",2014,56399
"MG",2015,56416
"MG",2016,56427
"MG",2017,56433
"MG",2018,56441
"MG",2019,56450
"MG",2020,56456
"MG",2021,56458
"MG",2022,56458
"MH",2000,10
"MH",2001,11
"MH",2002,11
"MH",2003,11
"MH",2004,17
"MH",2005,23
"MH",2006,28
"MH",2007,34
"MH",2008,38
"MH",2009,40
"MH",2010,45
"MH",2011,47
"MH",2012,49
"MH",2013,54
"MH",2014,59
"MH",2015,60
"MH",2016,61
"MH",2017,63
"MH",2018,65
"MH",2019,65
"MH",2020,65
"MH",2021,64
"MH",2022,64
"MK",2000,44973
"MK",2001,49270
"MK",2002,54685
"MK",2003,60957
"MK",2004,66879
"MK",2005,75162
"MK",2006,84062
"MK",2007,94635
"MK",2008,106137
"MK",2009,201626
"MK",2010,227519
"MK",2011,261437
"MK",2012,294795
"MK",2013,308484
"MK",2014,321812
"MK",2015,332842
"MK",2016,335753
"MK",2017,290801
"MK",2018,283681
"MK",2019,279076
"MK",2020,277446
"MK",2021,274281
"MK",2022,271042
"ML",2000,110
"ML",2001,118
"ML",2002,127
"ML",2003,134
"ML",2004,142
"ML",2005,156
"ML",2006,169
"ML",2007,177
"ML",2008,187
"ML",2009,202
"ML",2010,215
"ML",2011,231
"ML",2012,241
"ML",2013,250
"ML",2014,266
"ML",2015,282
"ML",2016,288
"ML",2017,298
"ML",2018,304
"ML",2019,307
"ML",2020,308
"ML",2021,309
"ML",2022,309
"MM",2000,8131
"MM",2001,9047
"MM",2002,9791
"MM",2003,10842
"MM",2004,12748
"MM",2005,15240
"MM",2006,16985
"MM",2007,18490
"MM",2008,20411
"MM",2009,22265
"MM",2010,24944
"MM",2011,29328
"MM",2012,36280
"MM",2013,44359
"MM",2014,52156
"MM",2015,59689
"MM",2016,65577
"MM",2017,72178
"MM",2018,84343
"MM",2019,96629
"MM",2020,96632
"MM",2021,96632
"MM",2022,96632
"MN",2000,635
"MN",2001,705
"MN",2002,749
"MN",2003,807
"MN",2004,840
"MN",2005,887
"MN",2006,936
"MN",2007,981
"MN",2008,1002
"MN",2009,1006
"MN",2010,1017
"MN",2011,1021
"MN",2012,1024
"MN",2013,1024
"MN",2014,1028
"MN",2015,1028
"MN",2016,1029
"MN",2017,1031
"MN",2018,1031
"MN",2019,1031
"MN",2020,1030
"MN",2021,1030
"MN",2022,1030
"MR",2000,79
"MR",2001,87
"MR",2002,91
"MR",2003,93
"MR",2004,98
"MR",2005,108
"MR",2006,112
"MR",2007,120
"MR",2008,124
"MR",2009,129
"MR",2010,134
"MR",2011,143
"MR",2012,150
"MR",2013,155
"MR",2014,166
"MR",2015,1063
"MR",2016,1069
"MR",2017,1074
"MR",2018,1076
"MR",2019,1080
"MR",2020,1081
"MR",2021,1082
"MR",2022,1082
"MT",2000,13805
"MT",2001,14821
"MT",2002,15916
"MT",2003,17423
"MT",2004,19220
"MT",2005,21050
"MT",2006,23302
"MT",2007,25507
"MT",2008,27868
"MT",2009,30165
"MT",2010,33065
"MT",2011,36412
"MT",2012,40421
"MT",2013,44717
"MT",2014,49222
"MT",2015,53779
"MT",2016,57929
"MT",2017,61233
"MT",2018,65005
"MT",2019,57174
"MT",2020,58370
"MT",2021,60222
"MT",2022,54819
"MU",2000,10404
"MU",2001,12260
"MU",2002,14336
"MU",2003,16607
"MU",2004,19409
"MU",2005,22450
"MU",2006,26388
"MU",2007,31310
"MU",2008,36336
"MU",2009,40222
"MU",2010,45337
"MU",2011,50895
"MU",2012,56722
"MU",2013,63255
"MU",2014,70477
"MU",2015,78173
"MU",2016,82520
"MU",2017,91695
"MU",2018,96977
"MU",2019,89962
"MU",2020,95371
"MU",2021,90445
"MU",2022,89968
"MV",2000,4
"MV",2001,4
"MV",2002,4
"MV",2003,4
"MV",2004,5
"MV",2005,5
"MV",2006,5
"MV",2007,6
"MV",2008,6
"MV",2009,6
"MV",2010,6
"MV",2011,6
"MV",2012,6
"MV",2013,6
"MV",2014,6
"MV",2015,6
"MV",2016,6
"MV",2017,6
"MV",2018,6
"MV",2019,6
"MV",2020,6
"MV",2021,6
"MV",2022,6
"MW",2000,181
"MW",2001,191
"MW",2002,204
"MW",2003,214
"MW",2004,225
"MW",2005,234
"MW",2006,239
"MW",2007,246
"MW",2008,257
"MW",2009,267
"MW",2010,272
"MW",2011,285
"MW",2012,291
"MW",2013,299
"MW",2014,307
"MW",2015,309
"MW",2016,312
"MW",2017,315
"MW",2018,315
"MW",2019,318
"MW",2020,318
"MW",2021,318
"MW",2022,318
"MX",2000,1076210
"MX",2001,1128695
"MX",2002,1154031
"MX",2003,1181531
"MX",2004,1212285
"MX",2005,1246604
"MX",2006,1283760
"MX",2007,1325026
"MX",2008,1381352
"MX",2009,1426224
"MX",2010,1471186
"MX",2011,1507338
"MX",2012,1540920
"MX",2013,1573131
"MX",2014,1600619
"MX",2015,1618439
"MX",2016,1629285
"MX",2017,1634780
"MX",2018,1636238
"MX",2019,1636864
"MX",2020,1637134
"MX",2021,1637179
