"iso2","year","number_firms"
"MX",2022,1637176
"MY",2000,129810
"MY",2001,138886
"MY",2002,149466
"MY",2003,160938
"MY",2004,174555
"MY",2005,188706
"MY",2006,203724
"MY",2007,221917
"MY",2008,239227
"MY",2009,259023
"MY",2010,283071
"MY",2011,305705
"MY",2012,328461
"MY",2013,341177
"MY",2014,361664
"MY",2015,407117
"MY",2016,450173
"MY",2017,473128
"MY",2018,519277
"MY",2019,563729
"MY",2020,583563
"MY",2021,594117
"MY",2022,594118
"MZ",2000,121
"MZ",2001,125
"MZ",2002,131
"MZ",2003,139
"MZ",2004,149
"MZ",2005,154
"MZ",2006,156
"MZ",2007,162
"MZ",2008,167
"MZ",2009,170
"MZ",2010,175
"MZ",2011,179
"MZ",2012,184
"MZ",2013,184
"MZ",2014,185
"MZ",2015,185
"MZ",2016,185
"MZ",2017,185
"MZ",2018,185
"MZ",2019,185
"MZ",2020,185
"MZ",2021,185
"MZ",2022,185
NA,2000,26266
NA,2001,31546
NA,2002,37406
NA,2003,43384
NA,2004,48804
NA,2005,56046
NA,2006,65232
NA,2007,72760
NA,2008,83214
NA,2009,94398
NA,2010,105868
NA,2011,120920
NA,2012,141996
NA,2013,178828
NA,2014,216002
NA,2015,247956
NA,2016,281634
NA,2017,314904
NA,2018,343906
NA,2019,359374
NA,2020,377234
NA,2021,397482
NA,2022,405344
"NE",2000,998
"NE",2001,1212
"NE",2002,1403
"NE",2003,1621
"NE",2004,1899
"NE",2005,2464
"NE",2006,3668
"NE",2007,5064
"NE",2008,6483
"NE",2009,7359
"NE",2010,7359
"NE",2011,7359
"NE",2012,7360
"NE",2013,7360
"NE",2014,7360
"NE",2015,7360
"NE",2016,7360
"NE",2017,7360
"NE",2018,7360
"NE",2019,6
"NE",2020,6
"NE",2021,6
"NE",2022,6
"NG",2000,277346
"NG",2001,310013
"NG",2002,335935
"NG",2003,344774
"NG",2004,345125
"NG",2005,345591
"NG",2006,346049
"NG",2007,346629
"NG",2008,347702
"NG",2009,348832
"NG",2010,349918
"NG",2011,350982
"NG",2012,352363
"NG",2013,353558
"NG",2014,354660
"NG",2015,355953
"NG",2016,357360
"NG",2017,358898
"NG",2018,361891
"NG",2019,371700
"NG",2020,382127
"NG",2021,413038
"NG",2022,413038
"NI",2000,31
"NI",2001,32
"NI",2002,34
"NI",2003,35
"NI",2004,35
"NI",2005,36
"NI",2006,38
"NI",2007,39
"NI",2008,40
"NI",2009,40
"NI",2010,40
"NI",2011,40
"NI",2012,40
"NI",2013,40
"NI",2014,40
"NI",2015,40
"NI",2016,40
"NI",2017,40
"NI",2018,40
"NI",2019,40
"NI",2020,40
"NI",2021,40
"NI",2022,40
"NL",2000,1434435
"NL",2001,1559986
"NL",2002,1685328
"NL",2003,1765642
"NL",2004,1831018
"NL",2005,1924057
"NL",2006,2039937
"NL",2007,2173360
"NL",2008,2314195
"NL",2009,2433805
"NL",2010,2556292
"NL",2011,2675295
"NL",2012,2724897
"NL",2013,2816580
"NL",2014,2877363
"NL",2015,2956922
"NL",2016,3039169
"NL",2017,3110016
"NL",2018,3217675
"NL",2019,3339214
"NL",2020,3460068
"NL",2021,3570493
"NL",2022,3534408
"NO",2000,373946
"NO",2001,416065
"NO",2002,462047
"NO",2003,503222
"NO",2004,548085
"NO",2005,601062
"NO",2006,668450
"NO",2007,722457
"NO",2008,772864
"NO",2009,822317
"NO",2010,876086
"NO",2011,930367
"NO",2012,992329
"NO",2013,1039136
"NO",2014,1074922
"NO",2015,1110519
"NO",2016,1135895
"NO",2017,1164646
"NO",2018,1200488
"NO",2019,1196484
"NO",2020,1108902
"NO",2021,1126576
"NO",2022,1111862
"NP",2000,18549
"NP",2001,21416
"NP",2002,26024
"NP",2003,30364
"NP",2004,36088
"NP",2005,41364
"NP",2006,46864
"NP",2007,54018
"NP",2008,62591
"NP",2009,72622
"NP",2010,82532
"NP",2011,92691
"NP",2012,103281
"NP",2013,112830
"NP",2014,124799
"NP",2015,137621
"NP",2016,155238
"NP",2017,174936
"NP",2018,181576
"NP",2019,181576
"NP",2020,181574
"NP",2021,181573
"NP",2022,181573
"NR",2000,NA
"NR",2001,NA
"NR",2002,NA
"NR",2003,NA
"NR",2004,NA
"NR",2005,NA
"NR",2006,NA
"NR",2007,NA
"NR",2008,NA
"NR",2009,NA
"NR",2010,NA
"NR",2011,NA
"NR",2012,NA
"NR",2013,NA
"NR",2014,NA
"NR",2015,NA
"NR",2016,NA
"NR",2017,NA
"NR",2018,NA
"NR",2019,NA
"NR",2020,NA
"NR",2021,NA
"NR",2022,NA
"NZ",2000,129256
"NZ",2001,144931
"NZ",2002,165071
"NZ",2003,190500
"NZ",2004,218505
"NZ",2005,248782
"NZ",2006,281957
"NZ",2007,317844
"NZ",2008,349079
"NZ",2009,378703
"NZ",2010,406352
"NZ",2011,434468
"NZ",2012,469171
"NZ",2013,508735
"NZ",2014,553858
"NZ",2015,604791
"NZ",2016,657161
"NZ",2017,687111
"NZ",2018,709620
"NZ",2019,736681
"NZ",2020,798199
"NZ",2021,871856
"NZ",2022,869661
"OM",2000,71107
"OM",2001,76336
"OM",2002,81522
"OM",2003,88112
"OM",2004,94982
"OM",2005,103421
"OM",2006,117561
"OM",2007,137546
"OM",2008,160430
"OM",2009,180020
"OM",2010,196856
"OM",2011,221923
"OM",2012,245233
"OM",2013,267057
"OM",2014,284419
"OM",2015,309477
"OM",2016,337380
"OM",2017,353614
"OM",2018,366823
"OM",2019,378483
"OM",2020,371522
"OM",2021,393070
"OM",2022,399554
"PA",2000,276329
"PA",2001,290579
"PA",2002,304777
"PA",2003,319557
"PA",2004,340027
"PA",2005,369017
"PA",2006,399256
"PA",2007,438546
"PA",2008,477451
"PA",2009,509300
"PA",2010,541383
"PA",2011,572828
"PA",2012,605363
"PA",2013,635689
"PA",2014,664841
"PA",2015,691858
"PA",2016,703582
"PA",2017,703154
"PA",2018,706004
"PA",2019,710451
"PA",2020,710855
"PA",2021,661672
"PA",2022,302593
"PE",2000,346732
"PE",2001,383607
"PE",2002,424892
"PE",2003,473494
"PE",2004,531607
"PE",2005,606029
"PE",2006,693324
"PE",2007,789646
"PE",2008,891260
"PE",2009,993656
"PE",2010,1106611
"PE",2011,1235497
"PE",2012,1386704
"PE",2013,1541250
"PE",2014,1697916
"PE",2015,1877429
"PE",2016,2075242
"PE",2017,2285418
"PE",2018,2459476
"PE",2019,2674259
"PE",2020,2910286
"PE",2021,3152443
"PE",2022,3180442
"PG",2000,39661
"PG",2001,43006
"PG",2002,46038
"PG",2003,48039
"PG",2004,50165
"PG",2005,52490
"PG",2006,55270
"PG",2007,58268
"PG",2008,62322
"PG",2009,66952
"PG",2010,72564
"PG",2011,76706
"PG",2012,81343
"PG",2013,85776
"PG",2014,90359
"PG",2015,94339
"PG",2016,95031
"PG",2017,95857
"PG",2018,95939
"PG",2019,98027
"PG",2020,99909
"PG",2021,99910
"PG",2022,99910
"PH",2000,12957
"PH",2001,14411
"PH",2002,16166
"PH",2003,18120
"PH",2004,20073
"PH",2005,22051
"PH",2006,24080
"PH",2007,26235
"PH",2008,28144
"PH",2009,29612
"PH",2010,30449
"PH",2011,42088
"PH",2012,67196
"PH",2013,94248
"PH",2014,126478
"PH",2015,155141
"PH",2016,183932
"PH",2017,185048
"PH",2018,180188
"PH",2019,177133
"PH",2020,173151
"PH",2021,172411
"PH",2022,171168
"PK",2000,20956
"PK",2001,21891
"PK",2002,23118
"PK",2003,24648
"PK",2004,26899
"PK",2005,30664
"PK",2006,35688
"PK",2007,40090
"PK",2008,44312
"PK",2009,47012
"PK",2010,50124
"PK",2011,53750
"PK",2012,57941
"PK",2013,62064
"PK",2014,66974
"PK",2015,72592
"PK",2016,79458
"PK",2017,88961
"PK",2018,101725
"PK",2019,117632
"PK",2020,122774
"PK",2021,122759
"PK",2022,117664
"PL",2000,409962
"PL",2001,454954
"PL",2002,496274
"PL",2003,537435
"PL",2004,583117
"PL",2005,636303
"PL",2006,703502
"PL",2007,780728
"PL",2008,883293
"PL",2009,1028976
"PL",2010,1280094
"PL",2011,1348132
"PL",2012,1494081
"PL",2013,1704554
"PL",2014,1917701
"PL",2015,2168022
"PL",2016,2407760
"PL",2017,2494069
"PL",2018,2191442
"PL",2019,2111398
"PL",2020,2110814
"PL",2021,2141210
"PL",2022,2122275
"PT",2000,163379
"PT",2001,184293
"PT",2002,200828
"PT",2003,213161
"PT",2004,226251
"PT",2005,240287
"PT",2006,255959
"PT",2007,273217
"PT",2008,292800
"PT",2009,311857
"PT",2010,332308
"PT",2011,357633
"PT",2012,382418
"PT",2013,411037
"PT",2014,437447
"PT",2015,445830
"PT",2016,457163
"PT",2017,476111
"PT",2018,493697
"PT",2019,518389
"PT",2020,529514
"PT",2021,542779
"PT",2022,538572
"PW",2000,2
"PW",2001,2
"PW",2002,2
"PW",2003,2
"PW",2004,2
"PW",2005,2
"PW",2006,2
"PW",2007,2
"PW",2008,3
"PW",2009,3
"PW",2010,3
"PW",2011,3
"PW",2012,3
"PW",2013,3
"PW",2014,3
"PW",2015,3
"PW",2016,3
"PW",2017,3
"PW",2018,3
"PW",2019,3
"PW",2020,3
"PW",2021,3
"PW",2022,3
"PY",2000,3740
"PY",2001,3885
"PY",2002,4043
"PY",2003,4322
"PY",2004,4584
"PY",2005,5045
"PY",2006,5504
"PY",2007,5762
"PY",2008,6209
"PY",2009,6675
"PY",2010,7036
"PY",2011,7167
"PY",2012,7367
"PY",2013,7541
"PY",2014,7644
"PY",2015,7729
"PY",2016,7804
"PY",2017,7870
"PY",2018,7876
"PY",2019,7875
"PY",2020,7875
"PY",2021,7874
"PY",2022,7874
"QA",2000,4358
"QA",2001,4738
"QA",2002,5261
"QA",2003,5908
"QA",2004,7065
"QA",2005,7884
"QA",2006,9124
"QA",2007,10859
"QA",2008,12946
"QA",2009,16023
"QA",2010,16550
"QA",2011,16672
"QA",2012,16788
"QA",2013,16899
"QA",2014,16981
"QA",2015,17059
"QA",2016,17138
"QA",2017,17253
"QA",2018,17315
"QA",2019,17350
"QA",2020,17369
"QA",2021,17366
"QA",2022,17362
"RO",2000,215225
"RO",2001,238693
"RO",2002,275895
"RO",2003,341126
"RO",2004,421133
"RO",2005,509876
"RO",2006,595277
"RO",2007,695615
"RO",2008,807495
"RO",2009,904595
"RO",2010,1015888
"RO",2011,1144729
"RO",2012,1270220
"RO",2013,1328431
"RO",2014,1367832
"RO",2015,1295216
"RO",2016,1338012
"RO",2017,1386607
"RO",2018,1455508
"RO",2019,1510288
"RO",2020,1546123
"RO",2021,1651923
"RO",2022,1633189
"RS",2000,70130
"RS",2001,79470
"RS",2002,91462
"RS",2003,104517
"RS",2004,119246
"RS",2005,140975
"RS",2006,166384
"RS",2007,195361
"RS",2008,224524
"RS",2009,254522
"RS",2010,284369
"RS",2011,318150
"RS",2012,340773
"RS",2013,362910
"RS",2014,387771
"RS",2015,422748
"RS",2016,457424
"RS",2017,469133
"RS",2018,477129
"RS",2019,485690
"RS",2020,504188
"RS",2021,501624
"RS",2022,500919
"RU",2000,1778102
"RU",2001,2040357
"RU",2002,2362477
"RU",2003,2704920
"RU",2004,3070402
"RU",2005,3534771
"RU",2006,4080135
"RU",2007,4672450
"RU",2008,5280338
"RU",2009,5801650
"RU",2010,6395661
"RU",2011,6852271
"RU",2012,7445466
"RU",2013,7635518
"RU",2014,7936116
"RU",2015,8479587
"RU",2016,9192586
"RU",2017,9601758
"RU",2018,10020953
"RU",2019,9893714
"RU",2020,9401234
"RU",2021,8793195
"RU",2022,8193915
"RW",2000,821
"RW",2001,921
"RW",2002,1038
"RW",2003,1181
"RW",2004,1436
"RW",2005,1751
"RW",2006,2262
"RW",2007,2886
"RW",2008,3719
"RW",2009,6022
"RW",2010,10141
"RW",2011,14956
"RW",2012,22917
"RW",2013,32873
"RW",2014,42226
"RW",2015,50666
"RW",2016,50676
"RW",2017,50691
"RW",2018,50697
"RW",2019,50699
"RW",2020,50702
"RW",2021,50704
"RW",2022,50704
"SA",2000,8205
"SA",2001,8756
"SA",2002,9449
"SA",2003,10172
"SA",2004,11075
"SA",2005,11974
"SA",2006,13083
"SA",2007,14489
"SA",2008,16013
"SA",2009,17412
"SA",2010,18018
"SA",2011,18524
"SA",2012,19016
"SA",2013,19529
"SA",2014,19945
"SA",2015,20310
"SA",2016,20591
"SA",2017,20838
"SA",2018,21074
"SA",2019,21263
"SA",2020,21381
"SA",2021,21407
"SA",2022,21396
"SB",2000,1
"SB",2001,1
"SB",2002,1
"SB",2003,1
"SB",2004,1
"SB",2005,1
"SB",2006,1
"SB",2007,1
"SB",2008,1
"SB",2009,1
"SB",2010,1
"SB",2011,1
"SB",2012,1
"SB",2013,1
"SB",2014,1
"SB",2015,1
"SB",2016,1
"SB",2017,1
"SB",2018,1
"SB",2019,1
"SB",2020,1
"SB",2021,1
"SB",2022,1
"SC",2000,70
"SC",2001,78
"SC",2002,83
"SC",2003,106
"SC",2004,189
"SC",2005,350
"SC",2006,485
"SC",2007,566
"SC",2008,626
"SC",2009,686
"SC",2010,755
"SC",2011,823
"SC",2012,885
"SC",2013,949
"SC",2014,1011
"SC",2015,1067
"SC",2016,1107
"SC",2017,1137
"SC",2018,1167
"SC",2019,1193
"SC",2020,1209
"SC",2021,1210
"SC",2022,1205
"SD",2000,237
"SD",2001,248
"SD",2002,263
"SD",2003,285
"SD",2004,303
"SD",2005,323
"SD",2006,335
"SD",2007,351
"SD",2008,370
"SD",2009,384
"SD",2010,403
"SD",2011,415
"SD",2012,426
"SD",2013,433
"SD",2014,438
"SD",2015,441
"SD",2016,444
"SD",2017,447
"SD",2018,448
"SD",2019,449
"SD",2020,449
"SD",2021,448
"SD",2022,447
"SE",2000,510912
"SE",2001,540436
"SE",2002,569205
"SE",2003,599586
"SE",2004,634846
"SE",2005,679508
"SE",2006,720738
"SE",2007,771550
"SE",2008,823280
"SE",2009,872170
"SE",2010,941947
"SE",2011,1018026
"SE",2012,1092475
"SE",2013,1158479
"SE",2014,1224909
"SE",2015,1286498
"SE",2016,1356093
"SE",2017,1425054
"SE",2018,1495503
"SE",2019,1565317
"SE",2020,1653232
"SE",2021,1739814
"SE",2022,1737719
"SG",2000,80011
"SG",2001,85410
"SG",2002,92042
"SG",2003,100131
"SG",2004,110001
"SG",2005,121082
"SG",2006,133896
"SG",2007,149521
"SG",2008,176016
"SG",2009,194884
"SG",2010,215949
"SG",2011,239898
"SG",2012,268685
"SG",2013,303448
"SG",2014,348912
"SG",2015,400507
"SG",2016,461133
"SG",2017,522685
"SG",2018,558023
"SG",2019,580713
"SG",2020,592892
"SG",2021,613710
"SG",2022,579237
"SI",2000,79363
"SI",2001,84722
"SI",2002,91099
"SI",2003,97572
"SI",2004,105947
"SI",2005,115406
"SI",2006,125948
"SI",2007,138468
"SI",2008,150576
"SI",2009,158080
"SI",2010,167195
"SI",2011,177257
"SI",2012,188042
"SI",2013,195729
"SI",2014,204147
"SI",2015,215094
"SI",2016,230053
"SI",2017,240833
"SI",2018,248910
"SI",2019,254496
"SI",2020,256500
"SI",2021,261449
"SI",2022,257827
"SK",2000,135799
"SK",2001,148787
"SK",2002,163648
"SK",2003,180597
"SK",2004,202117
"SK",2005,223360
"SK",2006,247397
"SK",2007,271793
"SK",2008,297692
"SK",2009,320961
"SK",2010,348300
"SK",2011,376714
"SK",2012,406258
"SK",2013,445124
"SK",2014,475126
"SK",2015,485310
"SK",2016,525954
"SK",2017,577287
"SK",2018,626712
"SK",2019,684138
"SK",2020,737488
"SK",2021,767560
"SK",2022,775542
"SL",2000,39
"SL",2001,41
"SL",2002,44
"SL",2003,46
"SL",2004,48
"SL",2005,53
"SL",2006,55
"SL",2007,59
"SL",2008,62
"SL",2009,64
"SL",2010,73
"SL",2011,77
"SL",2012,82
"SL",2013,88
"SL",2014,94
"SL",2015,95
"SL",2016,97
"SL",2017,100
"SL",2018,104
"SL",2019,105
"SL",2020,108
"SL",2021,110
"SL",2022,111
"SM",2000,6
"SM",2001,6
"SM",2002,6
"SM",2003,6
"SM",2004,6
"SM",2005,7
"SM",2006,7
"SM",2007,7
"SM",2008,7
"SM",2009,7
"SM",2010,7
"SM",2011,7
"SM",2012,7
"SM",2013,7
"SM",2014,7
"SM",2015,7
"SM",2016,7
"SM",2017,7
"SM",2018,7
"SM",2019,7
"SM",2020,7
"SM",2021,7
"SM",2022,7
"SN",2000,152
"SN",2001,156
"SN",2002,165
"SN",2003,168
"SN",2004,172
"SN",2005,178
"SN",2006,182
"SN",2007,186
"SN",2008,189
"SN",2009,338
"SN",2010,491
"SN",2011,691
"SN",2012,2164
"SN",2013,3905
"SN",2014,5461
"SN",2015,7242
"SN",2016,9000
"SN",2017,10138
"SN",2018,10196
"SN",2019,10197
"SN",2020,10197
"SN",2021,10197
"SN",2022,10197
"SO",2000,15
"SO",2001,18
"SO",2002,22
"SO",2003,23
"SO",2004,24
"SO",2005,24
"SO",2006,28
"SO",2007,29
"SO",2008,30
"SO",2009,31
"SO",2010,36
"SO",2011,37
"SO",2012,39
"SO",2013,42
"SO",2014,44
"SO",2015,44
"SO",2016,46
"SO",2017,47
"SO",2018,51
"SO",2019,526
"SO",2020,527
"SO",2021,529
"SO",2022,528
"SR",2000,9
"SR",2001,10
"SR",2002,11
"SR",2003,11
"SR",2004,11
"SR",2005,11
"SR",2006,11
"SR",2007,11
"SR",2008,11
"SR",2009,11
"SR",2010,11
"SR",2011,11
"SR",2012,11
"SR",2013,11
"SR",2014,11
"SR",2015,11
"SR",2016,11
"SR",2017,11
"SR",2018,11
"SR",2019,11
"SR",2020,11
"SR",2021,11
"SR",2022,11
"SS",2000,3
"SS",2001,4
"SS",2002,4
"SS",2003,4
"SS",2004,5
"SS",2005,8
"SS",2006,10
"SS",2007,13
"SS",2008,13
"SS",2009,14
"SS",2010,19
"SS",2011,28
"SS",2012,31
"SS",2013,36
"SS",2014,36
"SS",2015,37
"SS",2016,37
"SS",2017,37
"SS",2018,37
"SS",2019,37
"SS",2020,37
"SS",2021,37
"SS",2022,37
"ST",2000,7
"ST",2001,8
"ST",2002,9
"ST",2003,9
"ST",2004,10
"ST",2005,12
"ST",2006,12
"ST",2007,12
"ST",2008,12
"ST",2009,12
"ST",2010,14
"ST",2011,14
"ST",2012,14
"ST",2013,14
"ST",2014,14
"ST",2015,129
"ST",2016,412
"ST",2017,655
"ST",2018,869
"ST",2019,1078
"ST",2020,1192
"ST",2021,1193
"ST",2022,1193
"SV",2000,8354
"SV",2001,8913
"SV",2002,9497
"SV",2003,10100
"SV",2004,10801
"SV",2005,11534
"SV",2006,12274
"SV",2007,12989
"SV",2008,13615
"SV",2009,14232
"SV",2010,14798
"SV",2011,15355
"SV",2012,15839
"SV",2013,16192
"SV",2014,16568
"SV",2015,16916
"SV",2016,17231
"SV",2017,17528
"SV",2018,17730
"SV",2019,17872
"SV",2020,17906
"SV",2021,17918
"SV",2022,17917
"SY",2000,265
"SY",2001,275
"SY",2002,284
"SY",2003,295
"SY",2004,310
"SY",2005,325
"SY",2006,344
"SY",2007,363
"SY",2008,379
"SY",2009,391
"SY",2010,399
"SY",2011,405
"SY",2012,408
"SY",2013,409
"SY",2014,413
"SY",2015,415
"SY",2016,415
"SY",2017,418
"SY",2018,420
"SY",2019,420
"SY",2020,422
"SY",2021,422
"SY",2022,422
"SZ",2000,11435
"SZ",2001,12585
"SZ",2002,13947
"SZ",2003,15284
"SZ",2004,17023
"SZ",2005,18921
"SZ",2006,20870
"SZ",2007,22420
"SZ",2008,23908
"SZ",2009,25409
"SZ",2010,26970
"SZ",2011,28416
"SZ",2012,29988
"SZ",2013,31926
"SZ",2014,34344
"SZ",2015,36728
"SZ",2016,39220
"SZ",2017,41735
"SZ",2018,44140
"SZ",2019,46797
"SZ",2020,48454
"SZ",2021,48454
"SZ",2022,48453
"TD",2000,26
"TD",2001,28
"TD",2002,33
"TD",2003,35
"TD",2004,35
"TD",2005,37
"TD",2006,41
"TD",2007,42
"TD",2008,42
"TD",2009,43
"TD",2010,46
"TD",2011,53
"TD",2012,56
"TD",2013,61
"TD",2014,64
"TD",2015,68
"TD",2016,73
"TD",2017,73
"TD",2018,74
"TD",2019,77
"TD",2020,210
"TD",2021,210
"TD",2022,210
"TG",2000,80
"TG",2001,86
"TG",2002,98
"TG",2003,112
"TG",2004,125
"TG",2005,139
"TG",2006,154
"TG",2007,171
"TG",2008,191
"TG",2009,213
"TG",2010,255
"TG",2011,293
"TG",2012,324
"TG",2013,359
"TG",2014,382
"TG",2015,406
"TG",2016,422
"TG",2017,432
"TG",2018,447
"TG",2019,462
"TG",2020,492
"TG",2021,1210
"TG",2022,1276
"TH",2000,138087
"TH",2001,151110
"TH",2002,166540
"TH",2003,186140
"TH",2004,207012
"TH",2005,229757
"TH",2006,251746
"TH",2007,271826
"TH",2008,294728
"TH",2009,319097
"TH",2010,351640
"TH",2011,387470
"TH",2012,434404
"TH",2013,487613
"TH",2014,536581
"TH",2015,585945
"TH",2016,638355
"TH",2017,702628
"TH",2018,763910
"TH",2019,819661
"TH",2020,863842
"TH",2021,923004
"TH",2022,947890
"TJ",2000,1919
"TJ",2001,2691
"TJ",2002,3728
"TJ",2003,4234
"TJ",2004,5104
"TJ",2005,6066
"TJ",2006,7130
"TJ",2007,10384
"TJ",2008,16288
"TJ",2009,32509
"TJ",2010,66091
"TJ",2011,87830
"TJ",2012,109686
"TJ",2013,140796
"TJ",2014,182435
"TJ",2015,223005
"TJ",2016,249035
"TJ",2017,279791
"TJ",2018,310477
"TJ",2019,338231
"TJ",2020,369612
"TJ",2021,378976
"TJ",2022,369031
"TL",2000,NA
"TL",2001,NA
"TL",2002,NA
"TL",2003,NA
"TL",2004,NA
"TL",2005,NA
"TL",2006,NA
"TL",2007,NA
"TL",2008,NA
"TL",2009,NA
"TL",2010,NA
"TL",2011,NA
"TL",2012,NA
"TL",2013,NA
"TL",2014,NA
"TL",2015,NA
"TL",2016,NA
"TL",2017,NA
"TL",2018,NA
"TL",2019,NA
"TL",2020,NA
"TL",2021,NA
"TL",2022,NA
"TM",2000,3
"TM",2001,3
"TM",2002,3
"TM",2003,3
"TM",2004,3
"TM",2005,3
"TM",2006,3
"TM",2007,3
"TM",2008,3
"TM",2009,3
"TM",2010,3
"TM",2011,3
"TM",2012,3
"TM",2013,3
"TM",2014,3
"TM",2015,3
"TM",2016,3
"TM",2017,3
"TM",2018,3
"TM",2019,3
"TM",2020,3
"TM",2021,3
"TM",2022,3
"TN",2000,131426
"TN",2001,146350
"TN",2002,158567
"TN",2003,172193
"TN",2004,184668
"TN",2005,197374
"TN",2006,210910
"TN",2007,227456
"TN",2008,243648
"TN",2009,260736
"TN",2010,280924
"TN",2011,300817
"TN",2012,322911
"TN",2013,344610
"TN",2014,366559
"TN",2015,388803
"TN",2016,412611
"TN",2017,436210
"TN",2018,462989
"TN",2019,495300
"TN",2020,527144
"TN",2021,549345
"TN",2022,549345
"TO",2000,2
"TO",2001,2
"TO",2002,2
"TO",2003,2
"TO",2004,2
"TO",2005,2
"TO",2006,2
"TO",2007,2
"TO",2008,2
"TO",2009,2
"TO",2010,2
"TO",2011,2
"TO",2012,2
"TO",2013,2
"TO",2014,2
"TO",2015,2
"TO",2016,1
"TO",2017,1
"TO",2018,1
"TO",2019,1
"TO",2020,1
"TO",2021,1
"TO",2022,1
"TR",2000,145838
"TR",2001,155155
"TR",2002,166185
"TR",2003,178468
"TR",2004,194996
"TR",2005,220256
"TR",2006,270665
"TR",2007,306453
"TR",2008,324959
"TR",2009,357872
"TR",2010,413758
"TR",2011,482189
"TR",2012,544426
"TR",2013,540484
"TR",2014,530032
"TR",2015,508894
"TR",2016,501610
"TR",2017,496293
"TR",2018,490043
"TR",2019,488361
"TR",2020,486684
"TR",2021,484934
"TR",2022,483550
"TT",2000,72
"TT",2001,73
"TT",2002,76
"TT",2003,76
"TT",2004,76
"TT",2005,78
"TT",2006,80
"TT",2007,80
"TT",2008,80
"TT",2009,81
"TT",2010,81
"TT",2011,81
"TT",2012,82
"TT",2013,83
"TT",2014,83
"TT",2015,83
"TT",2016,83
"TT",2017,83
"TT",2018,83
"TT",2019,83
"TT",2020,83
"TT",2021,84
"TT",2022,84
"TV",2000,NA
"TV",2001,NA
"TV",2002,NA
"TV",2003,NA
"TV",2004,NA
"TV",2005,NA
"TV",2006,NA
"TV",2007,NA
"TV",2008,NA
"TV",2009,NA
"TV",2010,NA
"TV",2011,NA
"TV",2012,NA
"TV",2013,NA
"TV",2014,NA
"TV",2015,NA
"TV",2016,NA
"TV",2017,NA
"TV",2018,NA
"TV",2019,NA
"TV",2020,NA
"TV",2021,NA
"TV",2022,NA
"TZ",2000,32083
"TZ",2001,34273
"TZ",2002,36673
"TZ",2003,38838
"TZ",2004,40986
"TZ",2005,44925
"TZ",2006,48691
"TZ",2007,53585
"TZ",2008,59218
"TZ",2009,64561
"TZ",2010,70950
"TZ",2011,77292
"TZ",2012,85974
"TZ",2013,93466
"TZ",2014,101848
"TZ",2015,106449
"TZ",2016,125229
"TZ",2017,139969
"TZ",2018,152598
"TZ",2019,173861
"TZ",2020,198920
"TZ",2021,228660
"TZ",2022,241978
"UA",2000,332549
"UA",2001,377486
"UA",2002,418325
"UA",2003,459088
"UA",2004,500688
"UA",2005,542916
"UA",2006,580718
"UA",2007,609734
"UA",2008,627148
"UA",2009,637181
"UA",2010,649764
"UA",2011,665171
"UA",2012,679823
"UA",2013,696094
"UA",2014,717709
"UA",2015,756921
"UA",2016,815569
"UA",2017,834928
"UA",2018,860908
"UA",2019,899419
"UA",2020,766380
"UA",2021,811183
"UA",2022,810697
"UG",2000,44320
"UG",2001,49160
"UG",2002,54415
"UG",2003,59791
"UG",2004,66790
"UG",2005,74899
"UG",2006,82816
"UG",2007,91372
"UG",2008,100778
"UG",2009,110940
"UG",2010,121664
"UG",2011,137133
"UG",2012,152687
"UG",2013,168634
"UG",2014,186000
"UG",2015,205627
"UG",2016,224087
"UG",2017,224085
"UG",2018,224086
"UG",2019,224058
"UG",2020,224029
"UG",2021,224007
"UG",2022,223975
"US",2000,9420857
"US",2001,10142307
"US",2002,10728177
"US",2003,11320841
"US",2004,12069787
"US",2005,12991053
"US",2006,13725338
"US",2007,14676684
"US",2008,15605025
"US",2009,16518623
"US",2010,17981814
"US",2011,18888319
"US",2012,19722619
"US",2013,20476714
"US",2014,21233741
"US",2015,21968908
"US",2016,22658733
"US",2017,23669921
"US",2018,22537530
"US",2019,22744296
"US",2020,22424585
"US",2021,22120894
"US",2022,21625469
"UY",2000,19689
"UY",2001,21129
"UY",2002,22469
"UY",2003,24541
"UY",2004,27010
"UY",2005,29765
"UY",2006,32172
"UY",2007,36409
"UY",2008,39351
"UY",2009,41385
"UY",2010,44234
"UY",2011,47463
"UY",2012,50439
"UY",2013,53326
"UY",2014,55897
"UY",2015,58969
"UY",2016,61289
"UY",2017,65357
"UY",2018,68403
"UY",2019,69993
"UY",2020,70048
"UY",2021,70036
"UY",2022,70036
"UZ",2000,81974
"UZ",2001,94997
"UZ",2002,110614
"UZ",2003,129401
"UZ",2004,154909
"UZ",2005,185663
"UZ",2006,245511
"UZ",2007,291035
"UZ",2008,323440
"UZ",2009,383425
"UZ",2010,416259
"UZ",2011,449561
"UZ",2012,477532
"UZ",2013,512263
"UZ",2014,551628
"UZ",2015,587829
"UZ",2016,632188
"UZ",2017,671655
"UZ",2018,697360
"UZ",2019,771735
"UZ",2020,854385
"UZ",2021,872994
"UZ",2022,614902
"VC",2000,3
"VC",2001,3
"VC",2002,3
"VC",2003,3
"VC",2004,3
"VC",2005,3
"VC",2006,3
"VC",2007,3
"VC",2008,3
"VC",2009,3
"VC",2010,3
"VC",2011,3
"VC",2012,3
"VC",2013,3
"VC",2014,3
