iso2,year,gdp,population
FR,1978,5.06708E+11,54486195
FM,1978,,71983
GA,1978,2389479269,712135
GB,1978,3.35883E+11,56196504
GE,1978,,4397700
GH,1978,3662478185,11163230
GN,1978,,4804926
GM,1978,171836793.4,672974
GW,1978,122666858.8,794328
GQ,1978,,270866
GR,1978,44270204082,9429959
GD,1978,88322386.3,95811
GT,1978,6070600200,6561919
GY,1978,507080000,768609
HN,1978,3097242093,3550368
HR,1978,,4581085
HT,1978,974200000,5428667
HU,1978,,10684822
ID,1978,51455719100,141250964
IN,1978,1.373E+11,666267760
IE,1978,14647996074,3329100
IR,1978,77994316621,35993661
IQ,1978,23762275652,12819707
IS,1978,2511826196,223537
IL,1978,,3690000
IT,1978,3.15058E+11,56155143
JM,1978,2644449232,2080485
JO,1978,2602748691,2069104
JP,1978,1.01361E+12,114913000
KZ,1978,,13750291
KE,1978,5303734883,15087423
KG,1978,,3487100
KH,1978,,5961193
KI,1978,45210026.32,59465
KN,1978,49433333.33,43465
KR,1978,51972107438,36969185
KW,1978,15500908760,1329074
LA,1978,,3177945
LB,1978,,3183405
LR,1978,,1820861
LY,1978,,2676117
LC,1978,,117397
LI,1978,436918176.7,24205
LK,1978,2733183857,14533691
LS,1978,266559337.6,1331213
LT,1978,,3379514
LU,1978,4718539772,362007
LV,1978,,2497921
MA,1978,13236854105,18679859
MC,1978,1000535735,26553
MD,1978,,2668657
MG,1978,2669755116,8440919
MV,1978,,156025
MX,1978,1.025E+11,64123997
MH,1978,,29892
MK,1978,,1851978
ML,1978,1222702572,7072938
MT,1978,793675169.9,310182
MM,1978,916914661.4,32185601
ME,1978,,562065
MN,1978,,1615868
MZ,1978,,10741128
MR,1978,804629876.8,1421786
MU,1978,1015365145,933499
MW,1978,949034016.8,5808810
MY,1978,16358376511,12543892
NA,1978,,942023
NE,1978,1774365275,5810351
NG,1978,36527862209,68633344
NI,1978,2142128604,3128544
NL,1978,1.5586E+11,13941700
NO,1978,46523091010,4058671
NP,1978,1604162497,14888770
NR,1978,,7541
NZ,1978,18530518395,3121200
OM,1978,2740301390,912750
PK,1978,17811515152,74789330
PA,1978,3244558600,1867313
PE,1978,12519809967,16638480
PH,1978,25762077666,45890739
PW,1978,,12387
PG,1978,1947947524,2979606
PL,1978,,34965600
KP,1978,,17472094
PT,1978,23487614051,9558250
PY,1978,2559857143,2924370
QA,1978,4052000413,243624
RO,1978,,21951464
RU,1978,,137060000
RW,1978,905709147.3,4921953
SA,1978,80265732292,9210564
SD,1978,7670500000,15305806
SN,1978,3280354339,5433225
SG,1978,7517176355,2353600
SB,1978,111022090,218193
SL,1978,960728338.9,3235170
SV,1978,3127960000,4346522
SM,1978,,20795
SO,1978,564986059.7,4777703
RS,1978,,7297000
SS,1978,,3995911
ST,1978,,92659
SR,1978,735500000,381885
SK,1978,,4890125
SI,1978,,1862548
SE,1978,1.04442E+11,8275599
SZ,1978,340616375.3,560236
SC,1978,85552369.91,62150
SY,1978,8251974522,8310217
TD,1978,1113920123,4313479
TG,1978,824263841.5,2693400
TH,1978,24006570178,43806715
TJ,1978,,3818114
TM,1978,,2726327
TL,1978,,627671
TO,1978,41567471.67,96227
TT,1978,3562333458,1096569
TN,1978,5968044210,6254876
TR,1978,65098765432,42292206
TV,1978,,7297
TZ,1978,,18080005
UG,1978,2420260870,12701999
UA,1978,,49536615
UY,1978,4910257283,2925840
US,1978,2.3516E+12,222585000
UZ,1978,,15154314
VC,1978,60844771.48,106236
VE,1978,39316279070,14372959
VN,1978,,50701458
VU,1978,,112185
WS,1978,,161988
YE,1978,,8615301
ZA,1978,51607399958,27943445
ZM,1978,2813375000,5391355
ZW,1978,4351600500,6549349
AF,1979,3697940410,12986369
AO,1979,,8043218
AL,1979,,2617832
AD,1979,411578334.2,34142
AE,1979,31225463218,908452
AR,1979,69252328952,27584134
AM,1979,,3097058
AG,1979,109079978.9,64609
AU,1979,1.34941E+11,14514000
AT,1979,73937296963,7549425
AZ,1979,,6071300
BI,1979,782496666.7,4137437
BE,1979,1.16315E+11,9848382
BJ,1979,1186231265,3732394
BF,1979,1748480982,6749939
BD,1979,15565480322,81908151
BG,1979,,8825940
BH,1979,,346697
BS,1979,1139800100,219426
BA,1979,,4165511
BY,1979,,9584000
BZ,1979,151800000,141823
BO,1979,4421343606,5610380
BR,1979,2.21338E+11,119447303
BB,1979,670362452.2,252334
BN,1979,2803780006,181951
BT,1979,,402063
BW,1979,819877300.6,893500
CF,1979,700764892.7,2390329
CA,1979,2.43072E+11,24201544
CH,1979,,6294365
CL,1979,21803696985,11304331
CN,1979,1.78281E+11,969005000
CI,1979,9142935858,7996368
CM,1979,5919004207,8243377
CD,1979,15068422236,25902760
CG,1979,1198749666,1788218
CO,1979,27940411250,25579323
KM,1979,,318123
CV,1979,,313995
CR,1979,4035519323,2349258
CU,1979,19584443288,9774711
CY,1979,1288715210,671611
CZ,1979,,10292341
DE,1979,8.81345E+11,78126350
DJ,1979,,302856
DM,1979,55017758.89,72768
DK,1979,70366241969,5116801
DO,1979,5498800000,5625864
DZ,1979,33243422158,18166981
EC,1979,14175166008,7922490
EG,1979,18020571429,42632458
ER,1979,,1613829
ES,1979,2.14602E+11,37191330
EE,1979,,1468333
ET,1979,,34758823
FI,1979,44465255686,4764690
FJ,1979,1019743927,628859
FR,1979,6.13953E+11,54753575
FM,1979,,74114
GA,1979,3030251116,730188
GB,1979,4.38994E+11,56246951
GE,1979,,4430200
GH,1979,4020227920,11515675
GN,1979,,4885199
GM,1979,207114382.6,695155
GW,1979,118537875.1,821598
GQ,1979,,273925
GR,1979,54481876725,9548258
GD,1979,102244362.2,95242
GT,1979,6902600200,6720582
GY,1979,530440000,774482
HN,1979,3544281976,3662736
HR,1979,,4594778
HT,1979,1080600000,5536423
HU,1979,,10704152
ID,1979,51400186379,144693087
IN,1979,1.52992E+11,681248383
IE,1979,18319334300,3373750
IR,1979,90391877326,37205013
IQ,1979,37816457839,13233830
IS,1979,2853435054,225735
IL,1979,,3786000
IT,1979,3.93677E+11,56317749
JM,1979,2425033998,2106937
JO,1979,3271728272,2138078
JP,1979,1.05501E+12,115890000
KZ,1979,,13957795
KE,1979,6234390975,15620613
KG,1979,,3552000
KH,1979,,6051808
KI,1979,42620165.44,59775
KN,1979,58840740.74,43278
KR,1979,66946900826,37534236
KW,1979,24746019537,1412266
LA,1979,,3233700
LB,1979,,2902164
LR,1979,,1875566
LY,1979,,2816917
LC,1979,,119463
LI,1979,503180670,24616
LK,1979,3364611432,14788866
LS,1979,290142517.8,1368917
LT,1979,,3397842
LU,1979,5516982664,362856
LV,1979,,2505953
MA,1979,15912133569,19167661
MC,1979,1209898293,26834
MD,1979,,2692764
MG,1979,3463565881,8692289
MV,1979,,160326
MX,1979,1.34561E+11,65972912
MH,1979,,30902
MK,1979,,1879354
ML,1979,1595422954,7218079
MT,1979,1001300838,313342
MM,1979,919525191.6,32821779
ME,1979,,566888
MN,1979,,1657448
MZ,1979,,11127844
MR,1979,951900945.2,1463514
MU,1979,1211141231,949888
MW,1979,1058269066,6029140
MY,1979,21213672089,12875011
NA,1979,,957334
NE,1979,2109278102,5987151
NG,1979,47259911894,70750307
NI,1979,1527852636,3214311
NL,1979,1.79669E+11,14038270
NO,1979,53132244624,4072517
NP,1979,1851250008,15238564
NR,1979,,7586
NZ,1979,20731243113,3109000
OM,1979,3733352635,963351
PK,1979,19688383838,77407341
PA,1979,3704551600,1911814
PE,1979,15934081741,17059185
PH,1979,31218507870,47154232
PW,1979,,12300
PG,1979,2293621944,3041902
PL,1979,,35247217
KP,1979,,17719172
PT,1979,26622819672,9661265
PY,1979,3416777778,2999415
QA,1979,5633000318,260368
RO,1979,,22090488
RU,1979,,138027000
RW,1979,1109346221,5074374
SA,1979,1.1186E+11,9682002
SD,1979,9032250000,15973034
SN,1979,4084878668,5564474
SG,1979,9296921724,2383500
SB,1979,151270207.9,225786
SL,1979,1109374722,3300032
SV,1979,3463639900,4433041
SM,1979,,21087
SO,1979,590419855.1,5408813
RS,1979,,7332000
SS,1979,,4092792
ST,1979,,95017
SR,1979,782500000,377362
SK,1979,,4938973
SI,1979,,1882599
SE,1979,1.23386E+11,8293678
SZ,1979,412093133.8,579091
SC,1979,127261099.2,62686
SY,1979,9929681529,8600747
TD,1979,1004316495,4402942
TG,1979,891775906.6,2761240
TH,1979,27371699083,44760091
TJ,1979,,3932682
TM,1979,,2794392
TL,1979,,634549
TO,1979,44667002.01,96506
TT,1979,4602416625,1112310
TN,1979,7188191882,6416191
TR,1979,89327974277,43187476
TV,1979,,7552
TZ,1979,,18698636
UG,1979,2139025000,13011511
UA,1979,,49739734
UY,1979,7181185278,2940729
US,1979,2.62733E+12,225055000
UZ,1979,,15558907
VC,1979,71096359.63,106882
VE,1979,48310930233,14788523
VN,1979,,51831389
VU,1979,119258835.3,115344
WS,1979,,163489
YE,1979,,8899922
ZA,1979,63038687893,28697014
ZM,1979,3325500000,5553462
ZW,1979,5177459400,6655833
AF,1980,3641723322,12486631
AO,1980,5930503401,8330047
AL,1980,,2671997
AD,1980,446416105.8,35611
AE,1980,43598748449,1014048
AR,1980,76961923741,28024803
AM,1980,,3135123
AG,1980,131431026.7,64889
AU,1980,1.50032E+11,14692000
AT,1980,82058912997,7549433
AZ,1980,,6160500
BI,1980,919726666.7,4312834
BE,1980,1.26829E+11,9859242
BJ,1980,1405251547,3833939
BF,1980,1928719477,6932967
BD,1980,18138049096,83929765
BG,1980,19839230769,8861535
BH,1980,3072698328,362595
BS,1980,1335300000,223752
BA,1980,,4199820
BY,1980,,9643000
BZ,1980,197938222.4,145133
BO,1980,4537487803,5736088
BR,1980,2.37393E+11,122288383
BB,1980,1012280615,253575
BN,1980,4928824958,187921
BT,1980,128717410.9,415257
BW,1980,1060923829,938578
CF,1980,797048028.8,2415276
CA,1980,2.73854E+11,24515667
CH,1980,1.22661E+11,6319408
CL,1980,29036709872,11469828
CN,1980,1.91149E+11,981235000
CI,1980,10175615442,8303810
CM,1980,6674567625,8519891
CD,1980,14394927495,26708686
CG,1980,1705796850,1829256
CO,1980,33400735644,26176195
KM,1980,212218226.4,328328
CV,1980,142246875.5,317234
CR,1980,4831447001,2414303
CU,1980,19912889861,9809107
CY,1980,2154311277,679327
CZ,1980,,10304193
DE,1980,9.50291E+11,78288576
DJ,1980,,324121
DM,1980,72804653.33,72978
DK,1980,71127528700,5123027
DO,1980,6761300000,5755800
DZ,1980,42346380831,18739378
EC,1980,17881514683,8135845
EG,1980,21669908176,43748556
ER,1980,,1657982
ES,1980,2.32767E+11,37491165
EE,1980,,1477219
ET,1980,,34945469
FI,1980,53645202423,4779535
FJ,1980,1202567359,644582
FR,1980,7.01288E+11,55052582
FM,1980,,76299
GA,1980,4279637934,749078
GB,1980,5.64948E+11,56314216
GE,1980,,4467700
GH,1980,4445228216,11865246
GN,1980,,4972609
GM,1980,241080708.9,718586
GW,1980,110653830.7,831462
GQ,1980,50642880.77,282509
GR,1980,56829664269,9642505
GD,1980,110900457,94838
GT,1980,7878700000,6890346
GY,1980,603200000,778176
HN,1980,3968160046,3777990
HR,1980,,4599782
HT,1980,1383800000,5646676
HU,1980,,10711122
ID,1980,72482337371,148177096
IN,1980,1.86325E+11,696828385
IE,1980,21747855640,3412800
IR,1980,94362275580,38520664
IQ,1980,52569000000,13653369
IS,1980,3381419251,228138
IL,1980,,3878000
IT,1980,4.77257E+11,56433883
JM,1980,2679409453,2135546
JO,1980,3910036925,2216903
JP,1980,1.10539E+12,116807000
KZ,1980,,14172710
KE,1980,7265315332,16187124
KG,1980,,3617400
KH,1980,,6198959
KI,1980,38715554.54,60813
KN,1980,68459259.26,43097
KR,1980,65398646758,38123775
KW,1980,28638550499,1493870
LA,1980,,3297519
LB,1980,,2963702
LR,1980,,1932169
LY,1980,,2962720
LC,1980,170370370.4,121633
LI,1980,534701915.6,25003
LK,1980,4024621900,15035840
LS,1980,431561376.5,1407672
LT,1980,,3413202
LU,1980,6019805490,364150
LV,1980,,2511701
MA,1980,21728770055,19678444
MC,1980,1378130996,27076
MD,1980,,2716068
MG,1980,5201818349,8948162
MV,1980,42463576.16,164887
MX,1980,2.05139E+11,67705186
MH,1980,,31988
MK,1980,,1907023
ML,1980,1759691183,7372581
MT,1980,1250242108,316645
MM,1980,1010596805,33465781
ME,1980,,572608
MN,1980,,1697780
MZ,1980,,11413587
MR,1980,1047924649,1506694
MU,1980,1131788192,966039
MW,1980,1237655461,6267369
MY,1980,24488033442,13215707
NA,1980,2422096075,975994
NE,1980,2508524186,6173177
NG,1980,64201788123,72951439
NI,1980,2189347368,3303309
NL,1980,1.95152E+11,14149800
NO,1980,64439382896,4085620
NP,1980,1945916583,15600442
NR,1980,,7635
NZ,1980,23244547385,3112900
OM,1980,5981760278,1017462
PK,1980,23654444444,80624057
PA,1980,4614086400,1956987
PE,1980,18127754429,17492406
PH,1980,36848242784,48419546
PW,1980,,12252
PG,1980,2545983008,3104788
PL,1980,,35574150
KP,1980,,17973650
PT,1980,32896519824,9766312
PY,1980,4448087302,3078912
QA,1980,7829094613,277450
RO,1980,,22207282
RU,1980,,139010000
RW,1980,1254765350,5247532
SA,1980,1.64542E+11,10171710
SD,1980,8951800000,16673586
SN,1980,4510107330,5703869
SG,1980,11896256783,2413945
SB,1980,182852054.2,233668
SL,1980,1100685845,3367477
SV,1980,3573959900,4508992
SM,1980,,21346
SO,1980,603592656.8,5892224
RS,1980,,7362000
SS,1980,,4192012
ST,1980,,97210
SR,1980,795000000,375112
SK,1980,,4979815
SI,1980,,1901315
SE,1980,1.42092E+11,8310531
SZ,1980,542000513.6,598564
SC,1980,147357222.8,63261
SY,1980,13062420382,8898954
TD,1980,1033002402,4408230
TG,1980,1136408814,2838110
TH,1980,32353440727,45737753
TJ,1980,,4045965
TM,1980,,2862903
TL,1980,,642224
TO,1980,53260077.43,96708
TT,1980,6235833333,1127852
TN,1980,8744134354,6578156
TR,1980,68823684211,44089069
TV,1980,,7731
TZ,1980,,19297659
UG,1980,1244610000,13284026
UA,1980,,49973920
UY,1980,10163020116,2953750
US,1980,2.85731E+12,227225000
UZ,1980,,15947129
VC,1980,82340339.63,107480
VE,1980,59116511628,15210443
VN,1980,,52968270
VU,1980,121185497.6,118156
WS,1980,,164905
YE,1980,,9204938
ZA,1980,89411894561,29463549
ZM,1980,3829500000,5720438
ZW,1980,6678868200,7049926
AF,1981,3478787909,11155195
AO,1981,5550483036,8631457
AL,1981,,2726056
AD,1981,388958731.3,36987
AE,1981,49333424135,1100180
AR,1981,78676842367,28471285
AM,1981,,3167876
AG,1981,147841734.4,65076
AU,1981,1.76953E+11,14923260
AT,1981,71034228443,7568710
AZ,1981,,6257750
BI,1981,969046666.7,4490743
BE,1981,1.0473E+11,9858982
BJ,1981,1291119965,3941569
BF,1981,1775842026,7123730
BD,1981,20249694002,86154836
BG,1981,19870000000,8891117
BH,1981,3467819149,377430
BS,1981,1426500000,227956
BA,1981,,4235970
BY,1981,,9710000
BZ,1981,196089854.7,148764
BO,1981,5891606685,5862990
BR,1981,2.58015E+11,125168060
BB,1981,1114204743,254684
BN,1981,4366213850,194099
BT,1981,139150441.3,428641
BW,1981,1073861599,982747
CF,1981,694803502.7,2441010
CA,1981,3.06215E+11,24819915
CH,1981,1.12339E+11,6354074
CL,1981,34509878044,11637613
CN,1981,1.95866E+11,993885000
CI,1981,8432588484,8621621
CM,1981,6610937473,8829048
CD,1981,12537821038,27457783
CG,1981,1993512326,1870540
CO,1981,36388366869,26785982
KM,1981,196349967.7,337986
CV,1981,139468114.6,321634
CR,1981,2623807074,2481334
CU,1981,20150254096,9848560
CY,1981,2087496374,687170
CZ,1981,,10300591
DE,1981,8.00472E+11,78407907
DJ,1981,,341316
DM,1981,82107391.11,72932
DK,1981,61877813965,5121572
DO,1981,7561300000,5885244
DZ,1981,44348672668,19351357
EC,1981,21810767209,8352602
EG,1981,22136081081,44899573
ER,1981,,1703789
ES,1981,2.02808E+11,37758631
EE,1981,,1487666
ET,1981,7324903188,35818844
FI,1981,52448332874,4799964
FJ,1981,1235665809,660630
FR,1981,6.15552E+11,55371044
FM,1981,,78531
GA,1981,3862269127,768904
GB,1981,5.40766E+11,56333829
GE,1981,,4504500
GH,1981,4222441615,12212960
GN,1981,,5067427
GM,1981,218764445.8,742846
GW,1981,154731969.7,844957
GQ,1981,36731422.85,296950
GR,1981,52346506765,9729350
GD,1981,115651918.9,95222
GT,1981,8607500300,7071186
GY,1981,570357107.1,779686
HN,1981,4043894879,3895736
HR,1981,,4611509
HT,1981,1479400000,5760197
HU,1981,,10711848
ID,1981,85518233450,151686337
IN,1981,1.93491E+11,712869298
IE,1981,20670190138,3453000
IR,1981,1.00499E+11,40476251
IQ,1981,37823000000,14067260
IS,1981,3492997010,230755
IL,1981,,3956000
IT,1981,4.30703E+11,56501675
JM,1981,2979061412,2166657
JO,1981,4384685230,2306655
JP,1981,1.21899E+12,117661000
KZ,1981,,14397391
KE,1981,6854491454,16785962
KG,1981,,3685800
KH,1981,,6364472
KI,1981,41369800.05,61875
KN,1981,80888888.89,42953
KR,1981,72933350954,38723248
KW,1981,25056672166,1573026
LA,1981,,3370993
LB,1981,,3027222
LR,1981,,1989690
LY,1981,,3112015
LC,1981,194444444.4,123909
LI,1981,511658690.6,25346
LK,1981,4415844156,15272822
LS,1981,434188034.2,1447501
LT,1981,,3432947
LU,1981,5053665797,365225
LV,1981,,2519421
MA,1981,17788171722,20208260
MC,1981,1205166025,27284
MD,1981,,2740175
MG,1981,4759333970,9207310
MV,1981,44781456.95,169663
MX,1981,2.63959E+11,69233769
MH,1981,31020000,33219
MK,1981,,1935200
ML,1981,1538972427,7532864
MT,1981,1243469361,318982
MM,1981,1064867669,34110098
ME,1981,,579445
MN,1981,2310099100,1739221
MZ,1981,,11640015
MR,1981,1105495368,1551687
MU,1981,1142393555,980462
MW,1981,1237685692,6519891
MY,1981,25004557094,13564594
NA,1981,2249854740,987394
NE,1981,2170893039,6366262
NG,1981,1.64475E+11,75175387
NI,1981,2448290110,3397659
NL,1981,1.64134E+11,14247208
NO,1981,63596654761,4099702
NP,1981,2275583317,15969792
NR,1981,,7691
NZ,1981,24417617184,3124900
OM,1981,7259120151,1075624
PK,1981,28100606061,84270202
PA,1981,5222421500,2003092
PE,1981,21664528003,17932344
PH,1981,40499645207,49679330
PW,1981,,12386
PG,1981,2498068351,3169073
PL,1981,,35898587
KP,1981,,18235202
PT,1981,31977276873,9851362
PY,1981,5624515873,3163299
QA,1981,8661263764,294887
RO,1981,,22353070
RU,1981,,139941000
RW,1981,1407062608,5441966
SA,1981,1.84292E+11,10678211
SD,1981,10016500000,17404336
SN,1981,4095892072,5852029
SG,1981,14175228844,2532835
SB,1981,193750476.5,241827
SL,1981,1114830472,3437108
SV,1981,3437200200,4549173
SM,1981,,21596
SO,1981,699112266.8,5934938
RS,1981,,7405000
SS,1981,,4293866
ST,1981,,99170
SR,1981,889000000,375859
SK,1981,,5016105
SI,1981,,1906531
SE,1981,1.29687E+11,8320503
SZ,1981,570761166.8,616210
SC,1981,154902869,64035
SY,1981,16758471338,9203635
TD,1981,876937559.7,4409225
TG,1981,962347001,2925865
TH,1981,34846107862,46727292
TJ,1981,,4160745
TM,1981,,2932934
TL,1981,,649250
TO,1981,62242013.33,96846
TT,1981,6992083333,1142695
TN,1981,8428513568,6744050
TR,1981,71040020140,44981877
TV,1981,,7874
TZ,1981,,19890930
UG,1981,1337300000,13563558
UA,1981,,50221000
UY,1981,11048335541,2966076
US,1981,3.20704E+12,229466000
UZ,1981,,16335642
VC,1981,102086539.3,108191
VE,1981,66327441860,15638426
VN,1981,,54280394
VU,1981,113781795.8,120887
WS,1981,,166190
YE,1981,,9529105
ZA,1981,93141478235,30232561
ZM,1981,3872666667,5897481
ZW,1981,8011373800,7506526
AF,1982,,10088289
AO,1982,5550483036,8947152
AL,1982,,2784278
AD,1982,375895956.4,38598
AE,1982,46622718605,1167856
AR,1982,84307486837,28922762
AM,1982,,3202011
AG,1982,164369278.9,65231
AU,1982,1.94105E+11,15184247
AT,1982,71275287570,7574140
AZ,1982,,6357550
BI,1982,1013222222,4602271
BE,1982,92095926188,9856303
BJ,1982,1267778489,4054385
BF,1982,1754449845,7321817
BD,1982,18525399202,88555336
BG,1982,19342000000,8917457
BH,1982,3645744681,391017
BS,1982,1578300000,232177
BA,1982,,4274013
BY,1982,,9776000
BZ,1982,182206327,152409
BO,1982,5594118407,5991118
BR,1982,2.71314E+11,128065095
BB,1982,1163923830,255642
BN,1982,4264252336,200630
BT,1982,141366534.5,442201
BW,1982,1014907255,1023009
CF,1982,748312283.7,2467635
CA,1982,3.13507E+11,25116942
CH,1982,1.1514E+11,6391309
CL,1982,25325893206,11807408
CN,1982,2.0509E+11,1008630000
CI,1982,7567109767,8948119
CM,1982,6611255018,9046986
CD,1982,13651667371,28219219
CG,1982,2160640567,1911634
CO,1982,38968039722,27405194
KM,1982,184008995.6,347053
CV,1982,140630758.6,326319
CR,1982,2606621255,2550780
CU,1982,20953510235,9908874
CY,1982,2159242417,696227
CZ,1982,,10314826
DE,1982,7.76576E+11,78333366
DJ,1982,,355110
DM,1982,89527576.67,72626
DK,1982,60412844679,5117810
DO,1982,8267400000,6014979
DZ,1982,45207088716,20000096
EC,1982,19929853575,8572607
EG,1982,27655172414,46088647
ER,1982,,1751045
ES,1982,1.95997E+11,37986012
EE,1982,,1498414
ET,1982,7707678019,37213393
FI,1982,52797582336,4826933
FJ,1982,1194122694,676967
FR,1982,5.84878E+11,55694106
FM,1982,,80816
GA,1982,3618007844,789585
GB,1982,5.15049E+11,56313641
GE,1982,,4542800
GH,1982,4035994398,12584976
GN,1982,,5170731
GM,1982,216051496,768272
GW,1982,165523634.5,858630
GQ,1982,44294647.73,315741
GR,1982,54617989796,9789513
GD,1982,125435590,96534
GT,1982,8716999700,7262658
GY,1982,482000000,779639
HN,1982,4266503526,4015647
HR,1982,,4634234
HT,1982,1474200000,5877684
HU,1982,,10705535
ID,1982,90158449307,155228658
IN,1982,2.00715E+11,729169466
IE,1982,21474752962,3485800
IR,1982,1.25949E+11,42500030
IQ,1982,42382333333,14467682
IS,1982,3206626645,233860
IL,1982,,4031000
IT,1982,4.27273E+11,56543548
JM,1982,3293533288,2199606
JO,1982,4680567376,2406349
JP,1982,1.13452E+12,118480000
KZ,1982,,14634179
KE,1982,6431579358,17411491
KG,1982,,3759300
KH,1982,,6619699
KI,1982,40572066.13,62977
KN,1982,86022222.22,42794
KR,1982,78358866335,39326352
KW,1982,21577977770,1652921
LA,1982,,3453691
LB,1982,,3070133
LR,1982,,2047602
LY,1982,,3265457
LC,1982,183333333.3,126194
LI,1982,522090331.5,25689
LK,1982,4768765017,15501210
LS,1982,348746822.6,1488399
LT,1982,,3457179
LU,1982,4602316793,365525
LV,1982,,2531080
MA,1982,17692341358,20746765
MC,1982,1143229072,27573
MD,1982,,2765889
MG,1982,4784977349,9470990
MV,1982,47911119.78,174523
MX,1982,1.84609E+11,70656783
MH,1982,34918000,34569
MK,1982,,1958275
ML,1982,1333754226,7696349
MT,1982,1234518125,325898
MM,1982,1302701537,34742586
ME,1982,,587001
MN,1982,2552401933,1781797
MZ,1982,,11901827
MR,1982,1108776010,1598332
MU,1982,1078408830,992521
MW,1982,1180104216,6784347
MY,1982,26804401816,13921029
NA,1982,2118741469,1005520
NE,1982,2017611927,6564445
NG,1982,1.42769E+11,77388067
NI,1982,2465165180,3491906
NL,1982,1.5848E+11,14312690
NO,1982,62647195538,4114787
NP,1982,2395429852,16347124
NR,1982,,7672
NZ,1982,24164603059,3156100
OM,1982,7554719456,1138301
PK,1982,30725971564,87828198
PA,1982,5769767900,2050247
