iso2,year,legal_form,number_firms_orbis,number_firms_eurostat,number_firms_worldbank,number_balance_sheets,number_income_statements,bs_share,is_share
US,2015,public_limited_liability,20543,NA,NA,5447,5446,0.265151146,0.265102468
US,2015,sole_proprietorships,251916,NA,NA,0,0,0,0
US,2016,partnerships,136899,NA,NA,66,66,0.000482107,0.000482107
US,2016,private_limited_liability,7433479,NA,NA,1328,1328,0.000178651,0.000178651
US,2016,public_limited_liability,21219,NA,NA,5651,5650,0.266317923,0.266270795
US,2016,sole_proprietorships,269376,NA,NA,0,0,0,0
US,2017,partnerships,140817,NA,NA,55,55,0.000390578,0.000390578
US,2017,private_limited_liability,8045971,NA,NA,1069,1069,0.000132862,0.000132862
US,2017,public_limited_liability,21950,NA,NA,5869,5867,0.26738041,0.267289294
US,2017,sole_proprietorships,316068,NA,NA,0,0,0,0
US,2018,partnerships,137199,NA,NA,43,43,0.000313413,0.000313413
US,2018,private_limited_liability,8249241,NA,NA,857,856,0.000103888,0.000103767
US,2018,public_limited_liability,22289,NA,NA,6089,6088,0.273184082,0.273139217
US,2018,sole_proprietorships,341513,NA,NA,0,0,0,0
US,2019,partnerships,137807,NA,NA,35,35,0.000253978,0.000253978
US,2019,private_limited_liability,8720935,NA,NA,623,623,7.14E-05,7.14E-05
US,2019,public_limited_liability,22674,NA,NA,6570,6569,0.289759196,0.289715092
US,2019,sole_proprietorships,365137,NA,NA,0,0,0,0
US,2020,partnerships,135972,NA,NA,27,27,0.00019857,0.00019857
US,2020,private_limited_liability,8955635,NA,NA,441,440,4.92E-05,4.91E-05
US,2020,public_limited_liability,23179,NA,NA,6646,6645,0.286725053,0.28668191
US,2020,sole_proprietorships,381503,NA,NA,0,0,0,0
US,2021,partnerships,134803,NA,NA,20,20,0.000148365,0.000148365
US,2021,private_limited_liability,8895866,NA,NA,290,290,3.26E-05,3.26E-05
US,2021,public_limited_liability,23417,NA,NA,6678,6677,0.285177435,0.285134731
US,2021,sole_proprietorships,381659,NA,NA,0,0,0,0
US,2022,partnerships,133505,NA,NA,0,0,0,0
US,2022,private_limited_liability,8748518,NA,NA,5,5,5.72E-07,5.72E-07
US,2022,public_limited_liability,23295,NA,NA,501,501,0.021506761,0.021506761
US,2022,sole_proprietorships,381659,NA,NA,0,0,0,0
