iso2,year,legal_form,number_firms_orbis,number_firms_eurostat,number_firms_worldbank,number_balance_sheets,number_income_statements,bs_share,is_share
PL,2018,public_limited_liability,9175,NA,NA,6315,6136,0.688283379,0.668773842
PL,2018,sole_proprietorships,1510352,1761973,NA,707,707,0.000468103,0.000468103
PL,2019,partnerships,212584,60326,NA,42785,39875,0.201261619,0.187572912
PL,2019,private_limited_liability,419215,184941,NA,222761,195981,0.531376501,0.467495199
PL,2019,public_limited_liability,8832,NA,NA,6105,5929,0.691236413,0.671308877
PL,2019,sole_proprietorships,1411514,1818922,NA,692,690,0.000490254,0.000488837
PL,2020,partnerships,214238,61512,NA,38789,36478,0.181055648,0.17026858
PL,2020,private_limited_liability,437163,190593,NA,213285,191506,0.487884382,0.438065436
PL,2020,public_limited_liability,8716,NA,NA,5640,5525,0.647085819,0.633891693
PL,2020,sole_proprietorships,1388356,1855789,NA,591,590,0.000425683,0.000424963
PL,2021,partnerships,211894,NA,NA,4948,4675,0.023351298,0.022062918
PL,2021,private_limited_liability,471368,NA,NA,24304,21414,0.051560564,0.045429473
PL,2021,public_limited_liability,8672,NA,NA,1292,1279,0.14898524,0.147486162
PL,2021,sole_proprietorships,1388354,NA,NA,98,98,7.06E-05,7.06E-05
PL,2022,partnerships,207393,NA,NA,0,0,0,0
PL,2022,private_limited_liability,460533,NA,NA,0,0,0,0
PL,2022,public_limited_liability,8321,NA,NA,2,2,0.000240356,0.000240356
PL,2022,sole_proprietorships,1388318,NA,NA,0,0,0,0
PT,2010,partnerships,3541,7395,NA,75,74,0.021180457,0.020898051
PT,2010,private_limited_liability,257066,310650,593223,303574,294499,1.180918519,1.145616301
PT,2010,public_limited_liability,21398,NA,NA,23390,23005,1.093092812,1.075100477
PT,2010,sole_proprietorships,NA,557038,NA,0,0,NA,NA
PT,2011,partnerships,3630,7014,NA,82,81,0.022589532,0.02231405
PT,2011,private_limited_liability,279067,310356,592367,300218,290856,1.075791835,1.042244336
PT,2011,public_limited_liability,22356,NA,NA,23007,22628,1.029119699,1.012166756
PT,2011,sole_proprietorships,NA,528643,NA,0,0,NA,NA
PT,2012,partnerships,3720,6559,NA,87,86,0.023387097,0.02311828
PT,2012,private_limited_liability,300704,304169,593323,307830,294933,1.023697723,0.98080837
PT,2012,public_limited_liability,23327,NA,NA,23759,23246,1.018519312,0.996527629
PT,2012,sole_proprietorships,NA,496630,NA,0,0,NA,NA
PT,2013,partnerships,3833,6384,NA,85,85,0.022175841,0.022175841
PT,2013,private_limited_liability,326263,303491,606851,316203,300604,0.96916598,0.921354858
PT,2013,public_limited_liability,24300,NA,NA,24002,23427,0.987736626,0.964074074
PT,2013,sole_proprietorships,NA,481226,NA,0,0,NA,NA
PT,2014,partnerships,3991,6313,NA,155,155,0.038837384,0.038837384
PT,2014,private_limited_liability,349573,308235,604612,324050,307707,0.926988068,0.880236746
PT,2014,public_limited_liability,25165,NA,NA,24043,23495,0.955414266,0.933637989
PT,2014,sole_proprietorships,NA,479850,NA,0,0,NA,NA
PT,2015,partnerships,4102,6130,NA,162,161,0.03949293,0.039249147
PT,2015,private_limited_liability,356476,315050,617207,334131,317487,0.937316958,0.890626578
PT,2015,public_limited_liability,24456,NA,NA,24083,23553,0.984748119,0.963076546
PT,2015,sole_proprietorships,NA,496940,NA,0,0,NA,NA
PT,2016,partnerships,4197,6022,NA,164,164,0.03907553,0.03907553
PT,2016,private_limited_liability,365960,321977,614315,342897,326448,0.936979451,0.892031916
PT,2016,public_limited_liability,24306,NA,NA,24119,23678,0.992306426,0.974162758
PT,2016,sole_proprietorships,NA,515694,NA,0,0,NA,NA
PT,2017,partnerships,4264,5927,NA,163,163,0.038227017,0.038227017
PT,2017,private_limited_liability,383125,333360,637203,354901,338589,0.926332137,0.883755954
PT,2017,public_limited_liability,23979,NA,NA,23675,23261,0.98732224,0.970057133
PT,2017,sole_proprietorships,NA,538926,NA,0,0,NA,NA
PT,2018,partnerships,4272,5864,NA,144,143,0.033707865,0.033473783
PT,2018,private_limited_liability,402920,349252,653254,368399,352676,0.914322943,0.875300308
PT,2018,public_limited_liability,23560,NA,NA,23324,22928,0.989983022,0.973174873
PT,2018,sole_proprietorships,NA,550269,NA,0,0,NA,NA
PT,2019,partnerships,4266,5921,NA,144,142,0.033755274,0.033286451
PT,2019,private_limited_liability,427064,370978,683469,381184,366860,0.892568795,0.859028155
PT,2019,public_limited_liability,23200,NA,NA,22734,22371,0.979913793,0.964267241
PT,2019,sole_proprietorships,NA,562427,NA,0,0,NA,NA
PT,2020,partnerships,4272,8739,NA,128,128,0.029962547,0.029962547
PT,2020,private_limited_liability,438203,377670,703369,386044,372210,0.880970692,0.849400848
PT,2020,public_limited_liability,22703,NA,NA,21799,21508,0.960181474,0.947363785
PT,2020,sole_proprietorships,NA,537584,NA,0,0,NA,NA
PT,2021,partnerships,4310,NA,NA,79,79,0.018329466,0.018329466
PT,2021,private_limited_liability,450662,NA,NA,691,682,0.0015333,0.001513329
PT,2021,public_limited_liability,22298,NA,NA,389,389,0.017445511,0.017445511
PT,2022,partnerships,4315,NA,NA,0,0,0,0
PT,2022,private_limited_liability,446372,NA,NA,0,0,0,0
PT,2022,public_limited_liability,21636,NA,NA,0,0,0,0
RO,2010,partnerships,5867,4300,NA,3954,3954,0.673938981,0.673938981
RO,2010,private_limited_liability,720535,445868,925282,480011,480011,0.666186931,0.666186931
RO,2010,public_limited_liability,8665,NA,NA,6867,6867,0.792498557,0.792498557
RO,2010,sole_proprietorships,243353,0,NA,4,4,1.64E-05,1.64E-05
RO,2011,partnerships,6006,3827,NA,3937,3937,0.655511156,0.655511156
RO,2011,private_limited_liability,782888,402048,940404,513597,513597,0.656028704,0.656028704
RO,2011,public_limited_liability,8886,NA,NA,7038,7038,0.792032411,0.792032411
RO,2011,sole_proprietorships,305814,203952,NA,6,6,1.96E-05,1.96E-05
RO,2012,partnerships,6153,3801,NA,3963,3963,0.64407606,0.64407606
RO,2012,private_limited_liability,844994,425309,947512,543869,543869,0.643636523,0.643636523
RO,2012,public_limited_liability,9083,NA,NA,7111,7111,0.782891115,0.782891115
RO,2012,sole_proprietorships,365153,218215,NA,4,4,1.10E-05,1.10E-05
RO,2013,partnerships,5956,3637,NA,4458,4458,0.748488919,0.748488919
RO,2013,private_limited_liability,863277,428611,949743,605200,605200,0.701049605,0.701049605
RO,2013,public_limited_liability,8656,NA,NA,7832,7832,0.904805915,0.904805915
RO,2013,sole_proprietorships,401722,257735,NA,2,2,4.98E-06,4.98E-06
RO,2014,partnerships,5844,3453,NA,4421,4421,0.756502396,0.756502396
RO,2014,private_limited_liability,878382,429611,957409,624106,624106,0.710517747,0.710517747
RO,2014,public_limited_liability,8144,NA,NA,7798,7798,0.957514735,0.957514735
RO,2014,sole_proprietorships,422841,263078,NA,2,2,4.73E-06,4.73E-06
RO,2015,partnerships,4873,3336,NA,4170,4170,0.855735686,0.855735686
RO,2015,private_limited_liability,795164,433603,971727,626611,626612,0.788027375,0.788028633
RO,2015,public_limited_liability,7245,NA,NA,7509,7509,1.036438923,1.036438923
RO,2015,sole_proprietorships,431956,258169,NA,0,0,0,0
RO,2016,partnerships,4930,3254,NA,4013,4013,0.813995943,0.813995943
RO,2016,private_limited_liability,832065,466683,983064,643079,643079,0.77287111,0.77287111
RO,2016,public_limited_liability,7046,NA,NA,7313,7313,1.03789384,1.03789384
RO,2016,sole_proprietorships,437337,247451,NA,2,2,4.57E-06,4.57E-06
RO,2017,partnerships,4932,3119,NA,3868,3867,0.784266018,0.78406326
RO,2017,private_limited_liability,893851,485212,1031280,675485,675471,0.755702013,0.75568635
RO,2017,public_limited_liability,6941,NA,NA,7196,7196,1.036738222,1.036738222
RO,2017,sole_proprietorships,424171,245450,NA,0,0,0,0
RO,2018,partnerships,5089,3006,NA,3761,3761,0.739044999,0.739044999
RO,2018,private_limited_liability,952496,504007,1083244,693981,693981,0.728592036,0.728592036
RO,2018,public_limited_liability,6891,NA,NA,6981,6981,1.013060514,1.013060514
RO,2018,sole_proprietorships,434229,241213,NA,0,0,0,0
RO,2019,partnerships,5149,2845,NA,3608,3608,0.700718586,0.700718586
RO,2019,private_limited_liability,1007485,513921,1137968,713239,713239,0.707940069,0.707940069
RO,2019,public_limited_liability,6803,NA,NA,6675,6675,0.981184771,0.981184771
RO,2019,sole_proprietorships,433966,231495,NA,0,0,0,0
RO,2020,partnerships,5242,2820,NA,3652,3652,0.696680656,0.696680656
RO,2020,private_limited_liability,1060397,542204,1187681,756699,756699,0.713599718,0.713599718
RO,2020,public_limited_liability,6741,NA,NA,6585,6585,0.976858033,0.976858033
RO,2020,sole_proprietorships,416819,242211,NA,0,0,0,0
RO,2021,partnerships,5963,NA,NA,0,0,0,0
RO,2021,private_limited_liability,1138712,NA,NA,0,0,0,0
RO,2021,public_limited_liability,6750,NA,NA,301,301,0.044592593,0.044592593
RO,2021,sole_proprietorships,443528,NA,NA,0,0,0,0
RO,2022,partnerships,5891,NA,NA,0,0,0,0
RO,2022,private_limited_liability,1132245,NA,NA,0,0,0,0
RO,2022,public_limited_liability,6615,NA,NA,0,0,0,0
RO,2022,sole_proprietorships,431492,NA,NA,0,0,0,0
RS,2017,partnerships,NA,119773,NA,2196,2196,NA,NA
RS,2017,private_limited_liability,NA,1455,136890,85563,85563,NA,NA
RS,2017,sole_proprietorships,NA,219310,NA,16935,16935,NA,NA
RS,2018,partnerships,NA,148925,NA,2176,2176,NA,NA
RS,2018,private_limited_liability,NA,1485,141847,87468,87468,NA,NA
RS,2018,sole_proprietorships,NA,233138,NA,17932,17932,NA,NA
RS,2019,partnerships,NA,1804,NA,2215,2215,NA,NA
RS,2019,private_limited_liability,NA,140908,125041,88528,88528,NA,NA
RS,2019,sole_proprietorships,NA,261333,NA,102277,102277,NA,NA
RS,2020,partnerships,NA,2296,NA,2158,2158,NA,NA
RS,2020,private_limited_liability,NA,119281,126328,90853,90853,NA,NA
RS,2020,sole_proprietorships,NA,264685,NA,105914,105914,NA,NA
SE,2010,partnerships,75227,83164,NA,2,2,2.66E-05,2.66E-05
SE,2010,private_limited_liability,339656,284463,371105,292903,289872,0.862351909,0.853428174
SE,2010,public_limited_liability,1804,NA,NA,10946,10937,6.067627494,6.062638581
SE,2010,sole_proprietorships,351962,299794,NA,0,0,0,0
SE,2011,partnerships,79808,86836,NA,2,2,2.51E-05,2.51E-05
SE,2011,private_limited_liability,380990,312293,400972,328221,322305,0.861495052,0.845967086
SE,2011,public_limited_liability,1920,NA,NA,3280,3270,1.708333333,1.703125
SE,2011,sole_proprietorships,372637,316750,NA,0,0,0,0
SE,2012,partnerships,84264,85795,NA,2,2,2.37E-05,2.37E-05
SE,2012,private_limited_liability,418650,330449,425950,356327,348771,0.851133405,0.833084916
SE,2012,public_limited_liability,2032,NA,NA,1543,1527,0.759350394,0.751476378
SE,2012,sole_proprietorships,396093,319868,NA,0,0,0,0
SE,2013,partnerships,85303,66595,NA,2,2,2.34E-05,2.34E-05
SE,2013,private_limited_liability,448523,347015,449542,375215,367041,0.836556877,0.818332616
SE,2013,public_limited_liability,1964,NA,NA,1610,1599,0.819755601,0.814154786
SE,2013,sole_proprietorships,421763,305895,NA,0,0,0,0
SE,2014,partnerships,83776,64714,NA,2,2,2.39E-05,2.39E-05
SE,2014,private_limited_liability,474902,362135,475077,397955,388637,0.837972887,0.818351997
SE,2014,public_limited_liability,2054,NA,NA,1746,1730,0.850048685,0.842259007
SE,2014,sole_proprietorships,452707,300409,NA,0,0,0,0
SE,2015,partnerships,81630,62073,NA,4,4,4.90E-05,4.90E-05
SE,2015,private_limited_liability,504419,380007,502876,419884,411263,0.83241115,0.8153202
SE,2015,public_limited_liability,2173,NA,NA,1849,1836,0.850897377,0.844914864
SE,2015,sole_proprietorships,475256,298102,NA,0,0,0,0
SE,2016,partnerships,79888,60025,NA,4,4,5.01E-05,5.01E-05
SE,2016,private_limited_liability,538722,401667,534408,450191,447568,0.835664777,0.830795846
SE,2016,public_limited_liability,2324,NA,NA,2013,2014,0.866179002,0.866609294
SE,2016,sole_proprietorships,499501,296948,NA,0,0,0,0
SE,2017,partnerships,78559,58406,NA,2,2,2.55E-05,2.55E-05
SE,2017,private_limited_liability,569715,420421,563949,477791,476648,0.838649149,0.836642883
SE,2017,public_limited_liability,2428,NA,NA,2123,2118,0.874382208,0.8723229
SE,2017,sole_proprietorships,526121,291085,NA,0,0,0,0
SE,2018,partnerships,81146,56406,NA,2,2,2.46E-05,2.46E-05
SE,2018,private_limited_liability,594425,438427,589233,502108,501499,0.844695294,0.843670774
SE,2018,public_limited_liability,2511,NA,NA,2180,2179,0.868180008,0.86778176
SE,2018,sole_proprietorships,556874,284287,NA,0,0,0,0
SE,2019,partnerships,83492,55135,NA,2,2,2.40E-05,2.40E-05
SE,2019,private_limited_liability,611453,456366,614968,527649,527527,0.862942859,0.862743334
SE,2019,public_limited_liability,2525,NA,NA,2257,2256,0.893861386,0.893465347
SE,2019,sole_proprietorships,593869,282203,NA,0,0,0,0
SE,2020,partnerships,85070,53204,NA,2,2,2.35E-05,2.35E-05
SE,2020,private_limited_liability,643766,478737,649872,555066,555161,0.862217017,0.862364586
SE,2020,public_limited_liability,2582,NA,NA,2287,2287,0.885747483,0.885747483
SE,2020,sole_proprietorships,637412,279285,NA,0,0,0,0
SE,2021,partnerships,86331,NA,NA,1,1,1.16E-05,1.16E-05
SE,2021,private_limited_liability,674839,NA,NA,237516,237548,0.351959504,0.352006923
SE,2021,public_limited_liability,2630,NA,NA,1124,1123,0.427376426,0.426996198
SE,2021,sole_proprietorships,681029,NA,NA,0,0,0,0
SE,2022,partnerships,85982,NA,NA,0,0,0,0
SE,2022,private_limited_liability,657924,NA,NA,961,961,0.001460655,0.001460655
SE,2022,public_limited_liability,2586,NA,NA,6,6,0.002320186,0.002320186
SE,2022,sole_proprietorships,693173,NA,NA,0,0,0,0
SI,2010,partnerships,2490,3056,NA,1523,1431,0.611646586,0.574698795
SI,2010,private_limited_liability,53047,47974,57159,48674,47111,0.91756367,0.888099233
SI,2010,public_limited_liability,762,NA,NA,471,465,0.618110236,0.61023622
SI,2010,sole_proprietorships,74607,72437,NA,61852,61680,0.82903749,0.826732076
SI,2011,partnerships,2505,2822,NA,1650,1538,0.658682635,0.613972056
SI,2011,private_limited_liability,57018,49743,59408,53634,51754,0.940650321,0.907678277
SI,2011,public_limited_liability,756,NA,NA,474,475,0.626984127,0.628306878
SI,2011,sole_proprietorships,79789,72848,NA,71726,71549,0.89894597,0.896727619
SI,2012,partnerships,2515,2621,NA,1407,1293,0.55944334,0.514115308
SI,2012,private_limited_liability,61292,51763,62553,56533,54296,0.922355283,0.885857861
SI,2012,public_limited_liability,735,NA,NA,474,470,0.644897959,0.639455782
SI,2012,sole_proprietorships,85275,73704,NA,71068,70877,0.833397831,0.831158018
SI,2013,partnerships,2370,2461,NA,1124,1027,0.474261603,0.433333333
SI,2013,private_limited_liability,64783,53633,65397,55200,53185,0.85207539,0.820971551
SI,2013,public_limited_liability,693,NA,NA,454,451,0.655122655,0.650793651
SI,2013,sole_proprietorships,89640,78507,NA,59781,59653,0.666900937,0.665473003
SI,2014,partnerships,2208,2321,NA,1115,1015,0.504981884,0.459692029
SI,2014,private_limited_liability,68203,55188,68104,60693,58331,0.889887542,0.855255634
SI,2014,public_limited_liability,663,NA,NA,428,424,0.645550528,0.639517345
SI,2014,sole_proprietorships,94589,79929,NA,66583,66455,0.70391906,0.702565837
SI,2015,partnerships,2052,2158,NA,1005,905,0.489766082,0.441033138
SI,2015,private_limited_liability,71039,56365,69543,62436,60109,0.878897507,0.846140852
SI,2015,public_limited_liability,618,NA,NA,424,416,0.686084142,0.673139159
SI,2015,sole_proprietorships,102702,82595,NA,61317,61191,0.597038032,0.595811182
SI,2016,partnerships,1968,2167,NA,880,785,0.447154472,0.398882114
SI,2016,private_limited_liability,72853,57193,69891,60827,58739,0.834927868,0.806267415
SI,2016,public_limited_liability,586,NA,NA,398,358,0.679180887,0.610921502
SI,2016,sole_proprietorships,115779,84091,NA,56913,56803,0.491565828,0.490615742
SI,2017,partnerships,1815,2035,NA,807,699,0.444628099,0.385123967
SI,2017,private_limited_liability,74523,56824,70598,63752,61470,0.85546744,0.824846021
SI,2017,public_limited_liability,566,NA,NA,382,339,0.674911661,0.598939929
SI,2017,sole_proprietorships,124901,83991,NA,54209,54133,0.43401574,0.433407259
SI,2018,partnerships,1723,1983,NA,759,702,0.440510737,0.407428903
SI,2018,private_limited_liability,75547,57225,71017,64305,62540,0.851191973,0.827829034
SI,2018,public_limited_liability,557,NA,NA,378,373,0.678635548,0.669658887
SI,2018,sole_proprietorships,131819,87195,NA,52917,52839,0.401436819,0.400845098
SI,2019,partnerships,1650,1885,NA,714,659,0.432727273,0.399393939
SI,2019,private_limited_liability,76283,58047,71380,64813,63136,0.849638845,0.827654917
SI,2019,public_limited_liability,546,NA,NA,377,374,0.69047619,0.684981685
SI,2019,sole_proprietorships,136874,89796,NA,51124,51069,0.373511405,0.373109575
SI,2020,partnerships,1603,1791,NA,690,690,0.43044292,0.43044292
SI,2020,private_limited_liability,76143,57881,71996,65813,65813,0.864334213,0.864334213
SI,2020,public_limited_liability,538,NA,NA,393,393,0.730483271,0.730483271
SI,2020,sole_proprietorships,139198,91243,NA,49394,49394,0.354847052,0.354847052
SI,2021,partnerships,1555,NA,NA,579,579,0.372347267,0.372347267
SI,2021,private_limited_liability,77063,NA,NA,65084,65084,0.844555753,0.844555753
SI,2021,public_limited_liability,523,NA,NA,201,201,0.384321224,0.384321224
SI,2021,sole_proprietorships,143272,NA,NA,48368,48368,0.337595622,0.337595622
SI,2022,partnerships,1484,NA,NA,0,0,0,0
SI,2022,private_limited_liability,75537,NA,NA,0,0,0,0
SI,2022,public_limited_liability,513,NA,NA,0,0,0,0
SI,2022,sole_proprietorships,141938,NA,NA,0,0,0,0
SK,2010,partnerships,1937,2678,NA,1724,1664,0.890036138,0.859060403
SK,2010,private_limited_liability,119628,112399,165981,115012,110147,0.961413716,0.920745979
SK,2010,public_limited_liability,5007,NA,NA,4875,4744,0.973636908,0.947473537
SK,2010,sole_proprietorships,191260,259037,NA,211,85,0.00110321,0.000444421
SK,2011,partnerships,2099,4720,NA,1864,1787,0.888041925,0.851357789
SK,2011,private_limited_liability,135031,133494,181127,133026,126699,0.985151558,0.938295651
SK,2011,public_limited_liability,5286,NA,NA,5103,4930,0.96538025,0.932652289
SK,2011,sole_proprietorships,202623,283695,NA,112,65,0.000552751,0.000320793
SK,2012,partnerships,2263,4524,NA,1987,1875,0.878038003,0.828546178
SK,2012,private_limited_liability,151676,124693,196696,148461,139121,0.978803502,0.917224874
SK,2012,public_limited_liability,5524,NA,NA,5278,5029,0.955467053,0.910391021
SK,2012,sole_proprietorships,213859,275152,NA,55,51,0.000257179,0.000238475
SK,2013,partnerships,2425,1457,NA,2084,1964,0.859381443,0.809896907
SK,2013,private_limited_liability,174594,134049,218994,165231,152484,0.946372728,0.873363346
SK,2013,public_limited_liability,5714,NA,NA,5350,5059,0.936296815,0.885369268
SK,2013,sole_proprietorships,228015,263389,NA,22,19,9.65E-05,8.33E-05
SK,2014,partnerships,2578,1711,NA,2121,2069,0.822730799,0.802560124
SK,2014,private_limited_liability,185082,144215,225137,170443,165474,0.920905328,0.894057769
SK,2014,public_limited_liability,5769,NA,NA,5336,5222,0.924943664,0.905182874
SK,2014,sole_proprietorships,243781,292141,NA,17,17,6.97E-05,6.97E-05
SK,2015,partnerships,2587,1915,NA,2075,2053,0.80208736,0.793583301
SK,2015,private_limited_liability,192986,162703,229188,170220,168026,0.882032894,0.870664193
SK,2015,public_limited_liability,5826,NA,NA,5225,5172,0.896841744,0.887744593
SK,2015,sole_proprietorships,243118,281853,NA,4,4,1.65E-05,1.65E-05
SK,2016,partnerships,2627,1960,NA,2023,1992,0.770079939,0.758279406
SK,2016,private_limited_liability,208617,171699,238945,178431,175315,0.855304218,0.840367755
SK,2016,public_limited_liability,5959,NA,NA,5218,5166,0.875650277,0.866923981
SK,2016,sole_proprietorships,264609,280532,NA,3,3,1.13E-05,1.13E-05
SK,2017,partnerships,2683,2012,NA,2052,2022,0.764815505,0.753633992
SK,2017,private_limited_liability,226771,180428,250251,188711,184995,0.832165489,0.815778914
SK,2017,public_limited_liability,6134,NA,NA,5231,5177,0.85278774,0.84398435
SK,2017,sole_proprietorships,293990,298949,NA,2,2,6.80E-06,6.80E-06
SK,2018,partnerships,2780,1992,NA,2151,2086,0.773741007,0.750359712
SK,2018,private_limited_liability,244392,188748,265148,201276,191340,0.823578513,0.782922518
SK,2018,public_limited_liability,6289,NA,NA,5298,5128,0.842423279,0.815391954
SK,2018,sole_proprietorships,322133,311323,NA,1,1,3.10E-06,3.10E-06
SK,2019,partnerships,2870,1909,NA,2172,2102,0.756794425,0.732404181
SK,2019,private_limited_liability,263496,197370,281910,210331,201465,0.798232231,0.764584662
SK,2019,public_limited_liability,6425,NA,NA,5292,5149,0.823657588,0.801400778
SK,2019,sole_proprietorships,356851,322374,NA,1,1,2.80E-06,2.80E-06
SK,2020,partnerships,2924,1765,NA,2149,2072,0.73495212,0.708618331
SK,2020,private_limited_liability,280689,204124,297077,218333,208621,0.777846656,0.743246084
SK,2020,public_limited_liability,6568,NA,NA,5303,5144,0.807399513,0.78319123
SK,2020,sole_proprietorships,390423,321787,NA,1,1,2.56E-06,2.56E-06
SK,2021,partnerships,3000,NA,NA,1416,1360,0.472,0.453333333
SK,2021,private_limited_liability,299017,NA,NA,143445,136539,0.479721889,0.456626212
SK,2021,public_limited_liability,6769,NA,NA,3189,3083,0.471118334,0.455458709
SK,2021,sole_proprietorships,399906,NA,NA,0,0,0,0
SK,2022,partnerships,3030,NA,NA,3,3,0.000990099,0.000990099
SK,2022,private_limited_liability,308029,NA,NA,178,162,0.000577868,0.000525925
SK,2022,public_limited_liability,6816,NA,NA,9,9,0.001320423,0.001320423
SK,2022,sole_proprietorships,400253,NA,NA,0,0,0,0
TR,2010,partnerships,37007,51616,NA,153,153,0.004134353,0.004134353
TR,2010,private_limited_liability,196961,465482,NA,9375,9243,0.047598255,0.046928072
TR,2010,public_limited_liability,44254,NA,NA,6524,6396,0.147421702,0.144529308
TR,2010,sole_proprietorships,134523,1986101,NA,661,648,0.004913658,0.00481702
TR,2011,partnerships,37210,52911,NA,209,207,0.00561677,0.005563021
TR,2011,private_limited_liability,228063,484362,NA,12257,12026,0.053743922,0.052731044
TR,2011,public_limited_liability,47087,NA,NA,7589,7376,0.16116975,0.156646208
TR,2011,sole_proprietorships,168656,2019782,NA,1146,1122,0.006794896,0.006652595
TR,2012,partnerships,37546,55419,NA,254,249,0.006765035,0.006631865
TR,2012,private_limited_liability,250213,489502,NA,14138,13831,0.056503859,0.055276904
TR,2012,public_limited_liability,50020,NA,NA,7906,7702,0.158056777,0.153978409
TR,2012,sole_proprietorships,205267,2073598,NA,1686,1639,0.008213692,0.007984722
TR,2013,partnerships,37137,56599,NA,248,246,0.006677976,0.006624121
TR,2013,private_limited_liability,251711,496269,NA,14204,13921,0.056429794,0.055305489
TR,2013,public_limited_liability,51303,NA,NA,8129,7914,0.158450773,0.154259985
TR,2013,sole_proprietorships,198938,2114278,NA,1858,1820,0.009339593,0.009148579
TR,2014,partnerships,35089,55083,NA,249,244,0.007096241,0.006953746
TR,2014,private_limited_liability,249309,510708,794179,14061,13322,0.056399889,0.053435696
TR,2014,public_limited_liability,51010,NA,NA,8701,8095,0.170574397,0.158694374
TR,2014,sole_proprietorships,193218,2138039,NA,1780,1720,0.009212392,0.008901862
TR,2015,partnerships,34207,55763,NA,230,229,0.00672377,0.006694536
TR,2015,private_limited_liability,236041,532754,858269,14058,13822,0.05955745,0.058557623
TR,2015,public_limited_liability,51317,NA,NA,8938,8736,0.174172302,0.170235984
TR,2015,sole_proprietorships,185924,2159527,NA,1648,1619,0.008863837,0.008707859
TR,2016,partnerships,33300,56608,NA,232,231,0.006966967,0.006936937
TR,2016,private_limited_liability,233662,555501,910101,14127,14090,0.060459125,0.060300776
TR,2016,public_limited_liability,51656,NA,NA,8864,8846,0.171596717,0.171248258
TR,2016,sole_proprietorships,181591,2174457,NA,1571,1555,0.00865131,0.0085632
TR,2017,partnerships,32767,57390,NA,214,213,0.006530961,0.006500443
TR,2017,private_limited_liability,232271,584773,852118,14344,14308,0.061755449,0.061600458
TR,2017,public_limited_liability,51731,NA,NA,9447,9421,0.182617773,0.182115173
TR,2017,sole_proprietorships,178142,2246164,NA,1351,1338,0.007583838,0.007510862
TR,2018,partnerships,32378,56846,NA,165,165,0.005096053,0.005096053
TR,2018,private_limited_liability,229587,617580,925469,12654,12611,0.055116361,0.054929068
TR,2018,public_limited_liability,51323,NA,NA,8738,8713,0.170255051,0.16976794
TR,2018,sole_proprietorships,175381,2249078,NA,1119,1109,0.006380395,0.006323376
TR,2019,partnerships,32311,53901,NA,120,120,0.003713905,0.003713905
TR,2019,private_limited_liability,228674,645018,996975,9835,9691,0.043008825,0.042379107
TR,2019,public_limited_liability,51026,NA,NA,7334,7220,0.143730647,0.141496492
TR,2019,sole_proprietorships,174983,2279686,NA,593,589,0.003388901,0.003366041
TR,2020,partnerships,32287,53268,NA,73,73,0.002260972,0.002260972
TR,2020,private_limited_liability,227705,674751,1062945,7071,7026,0.031053337,0.030855712
TR,2020,public_limited_liability,50621,NA,NA,5687,5626,0.112344679,0.111139646
TR,2020,sole_proprietorships,174716,2322837,NA,332,330,0.001900227,0.00188878
TR,2021,partnerships,32276,NA,NA,6,6,0.000185897,0.000185897
TR,2021,private_limited_liability,226654,NA,NA,133,129,0.000586797,0.000569149
TR,2021,public_limited_liability,50107,NA,NA,735,734,0.014668609,0.014648652
TR,2021,sole_proprietorships,174542,NA,NA,17,17,9.74E-05,9.74E-05
TR,2022,partnerships,32267,NA,NA,1,1,3.10E-05,3.10E-05
TR,2022,private_limited_liability,225749,NA,NA,0,0,0,0
TR,2022,public_limited_liability,49643,NA,NA,1,1,2.01E-05,2.01E-05
TR,2022,sole_proprietorships,174539,NA,NA,0,0,0,0
US,2010,partnerships,108737,NA,NA,53,53,0.000487415,0.000487415
US,2010,private_limited_liability,5230716,NA,NA,2906,2905,0.000555564,0.000555373
US,2010,public_limited_liability,16912,NA,NA,4043,4043,0.239061022,0.239061022
US,2010,sole_proprietorships,127092,NA,NA,0,0,0,0
US,2011,partnerships,113962,NA,NA,65,65,0.000570366,0.000570366
US,2011,private_limited_liability,5584386,NA,NA,2690,2688,0.0004817,0.000481342
US,2011,public_limited_liability,17659,NA,NA,4389,4388,0.24854182,0.248485192
US,2011,sole_proprietorships,148257,NA,NA,0,0,0,0
US,2012,partnerships,119319,NA,NA,73,73,0.000611805,0.000611805
US,2012,private_limited_liability,5930114,NA,NA,2535,2534,0.000427479,0.000427311
US,2012,public_limited_liability,18280,NA,NA,4878,4875,0.266849015,0.266684902
US,2012,sole_proprietorships,178350,NA,NA,0,0,0,0
US,2013,partnerships,124043,NA,NA,77,77,0.000620752,0.000620752
US,2013,private_limited_liability,6269500,NA,NA,2340,2339,0.000373236,0.000373076
US,2013,public_limited_liability,19051,NA,NA,5069,5069,0.266075272,0.266075272
US,2013,sole_proprietorships,206906,NA,NA,0,0,0,0
US,2014,partnerships,128935,NA,NA,74,74,0.000573933,0.000573933
US,2014,private_limited_liability,6606265,NA,NA,2031,2029,0.000307435,0.000307133
US,2014,public_limited_liability,19829,NA,NA,5225,5225,0.26350295,0.26350295
US,2014,sole_proprietorships,233846,NA,NA,0,0,0,0
US,2015,partnerships,133415,NA,NA,70,70,0.000524679,0.000524679
US,2015,private_limited_liability,6999627,NA,NA,1633,1632,0.000233298,0.000233155
