"iso2","year","legal_form","number_firms_orbis","number_firms_eurostat","number_balance_sheets","number_income_statements","bs_share","is_share"
"DE",2017,"Sole proprietorship",135003,1766166,88,8,0.000651837366577039,5.92579424160945e-05
"DE",2018,"Limited liability enterprise",1473950,570711,482738,45404,0.327513144950643,0.0308043013670749
"DE",2018,"Partnership, co-operatives, associations, etc.",64037,365256,5484,1248,0.085637990536721,0.0194887330761903
"DE",2018,"Sole proprietorship",134922,1757555,78,12,0.000578111797927692,8.89402766042602e-05
"DE",2019,"Limited liability enterprise",1509266,624689,482382,45562,0.319613640007792,0.0301881841901958
"DE",2019,"Partnership, co-operatives, associations, etc.",65799,388477,5111,1185,0.0776759525220748,0.0180093922400036
"DE",2019,"Sole proprietorship",134675,1719718,54,8,0.000400965286801559,5.94022647113421e-05
"DE",2020,"Limited liability enterprise",1563985,625719,412029,38131,0.26344817885082,0.0243806686125506
"DE",2020,"Partnership, co-operatives, associations, etc.",68080,381414,4099,1043,0.0602085781433608,0.0153202115158637
"DE",2020,"Sole proprietorship",134844,1598835,23,5,0.000170567470558571,3.70798849040373e-05
"DE",2021,"Limited liability enterprise",1633312,NA,10343,2097,0.00633253169020983,0.00128389432025235
"DE",2021,"Partnership, co-operatives, associations, etc.",70898,NA,167,36,0.00235549662895991,0.000507771728398544
"DE",2021,"Sole proprietorship",136445,NA,0,0,0,0
"DE",2022,"Limited liability enterprise",1615942,NA,17,5,1.05201795609001e-05,3.09417045908826e-06
"DE",2022,"Partnership, co-operatives, associations, etc.",71124,NA,0,0,0,0
"DE",2022,"Sole proprietorship",135625,NA,0,0,0,0
"DK",2010,"Limited liability enterprise",206443,100864,194306,194259,0.941208953561031,0.940981287813101
"DK",2010,"Partnership, co-operatives, associations, etc.",19958,15501,3964,3959,0.198617095901393,0.198366569796573
"DK",2010,"Sole proprietorship",175550,96228,0,0,0,0
"DK",2011,"Limited liability enterprise",224595,103806,198453,198425,0.883603820209711,0.883479151361339
"DK",2011,"Partnership, co-operatives, associations, etc.",21396,15508,4028,4026,0.188259487754721,0.188166012338755
"DK",2011,"Sole proprietorship",188532,98768,0,0,0,0
"DK",2012,"Limited liability enterprise",241945,105440,202431,202400,0.836681890512307,0.836553762218686
"DK",2012,"Partnership, co-operatives, associations, etc.",23058,15205,4033,4033,0.17490675687397,0.17490675687397
"DK",2012,"Sole proprietorship",203734,97433,0,0,0,0
"DK",2013,"Limited liability enterprise",247113,106566,207956,207956,0.841542128499917,0.841542128499917
"DK",2013,"Partnership, co-operatives, associations, etc.",24962,14685,4141,4141,0.165892156077237,0.165892156077237
"DK",2013,"Sole proprietorship",222404,95046,0,0,0,0
"DK",2014,"Limited liability enterprise",254856,109795,214341,214333,0.84102787456446,0.840996484289167
"DK",2014,"Partnership, co-operatives, associations, etc.",27003,14346,4265,4265,0.157945413472577,0.157945413472577
"DK",2014,"Sole proprietorship",244273,93819,0,0,0,0
"DK",2015,"Limited liability enterprise",266194,112205,224446,224433,0.843167013531485,0.843118176968677
"DK",2015,"Partnership, co-operatives, associations, etc.",29680,14616,4444,4443,0.149730458221024,0.149696765498652
"DK",2015,"Sole proprietorship",272214,89637,0,0,0,0
"DK",2016,"Limited liability enterprise",280175,118142,221332,221328,0.789977692513608,0.789963415722316
"DK",2016,"Partnership, co-operatives, associations, etc.",31608,14620,4336,4336,0.137180460642875,0.137180460642875
"DK",2016,"Sole proprietorship",297762,92180,0,0,0,0
"DK",2017,"Limited liability enterprise",292689,124483,231920,231914,0.792376891512834,0.792356391938201
"DK",2017,"Partnership, co-operatives, associations, etc.",30532,13981,4417,4417,0.144667889427486,0.144667889427486
"DK",2017,"Sole proprietorship",303872,91717,0,0,0,0
"DK",2018,"Limited liability enterprise",304842,129060,245138,245136,0.8041477224267,0.804141161650954
"DK",2018,"Partnership, co-operatives, associations, etc.",29364,13369,4482,4483,0.152635880670208,0.152669935976025
"DK",2018,"Sole proprietorship",313908,90534,0,0,0,0
"DK",2019,"Limited liability enterprise",319281,133122,258627,258627,0.810029409830212,0.810029409830212
"DK",2019,"Partnership, co-operatives, associations, etc.",28530,13010,4568,4569,0.160112162635822,0.160147213459516
"DK",2019,"Sole proprietorship",322061,89985,0,0,0,0
"DK",2020,"Limited liability enterprise",335581,136331,274104,274101,0.816804288681421,0.81679534896195
"DK",2020,"Partnership, co-operatives, associations, etc.",29032,12289,4628,4628,0.159410305869386,0.159410305869386
"DK",2020,"Sole proprietorship",333399,88340,0,0,0,0
"DK",2021,"Limited liability enterprise",355295,NA,191826,191826,0.539906275067198,0.539906275067198
"DK",2021,"Partnership, co-operatives, associations, etc.",29506,NA,3582,3582,0.121399037483902,0.121399037483902
"DK",2021,"Sole proprietorship",345588,NA,0,0,0,0
"DK",2022,"Limited liability enterprise",354560,NA,910,910,0.00256656137184116,0.00256656137184116
"DK",2022,"Partnership, co-operatives, associations, etc.",27651,NA,8,8,0.000289320458572927,0.000289320458572927
"DK",2022,"Sole proprietorship",332954,NA,0,0,0,0
"EE",2010,"Limited liability enterprise",2831,56295,2714,2710,0.958671847403744,0.957258919109855
"EE",2010,"Partnership, co-operatives, associations, etc.",1488,733,392,383,0.263440860215054,0.25739247311828
"EE",2010,"Sole proprietorship",24108,13274,0,0,0,0
"EE",2011,"Limited liability enterprise",2861,58987,2643,2642,0.923802866130723,0.923453337993709
"EE",2011,"Partnership, co-operatives, associations, etc.",1499,743,394,389,0.262841894596398,0.259506337558372
"EE",2011,"Sole proprietorship",25081,12448,0,0,0,0
"EE",2012,"Limited liability enterprise",2894,63328,2572,2572,0.888735314443677,0.888735314443677
"EE",2012,"Partnership, co-operatives, associations, etc.",1505,642,388,383,0.2578073089701,0.254485049833887
"EE",2012,"Sole proprietorship",26028,12032,0,0,0,0
"EE",2013,"Limited liability enterprise",2807,66043,2517,2517,0.896686854292839,0.896686854292839
"EE",2013,"Partnership, co-operatives, associations, etc.",1507,636,386,384,0.25613802256138,0.254810882548109
"EE",2013,"Sole proprietorship",27063,12635,0,0,0,0
"EE",2014,"Limited liability enterprise",2698,68200,2470,2469,0.915492957746479,0.915122312824314
"EE",2014,"Partnership, co-operatives, associations, etc.",1521,641,375,370,0.2465483234714,0.243261012491782
"EE",2014,"Sole proprietorship",28640,11632,0,0,0,0
"EE",2015,"Limited liability enterprise",2663,70712,2423,2422,0.909876079609463,0.909500563274502
"EE",2015,"Partnership, co-operatives, associations, etc.",1550,658,411,410,0.265161290322581,0.264516129032258
"EE",2015,"Sole proprietorship",30337,11399,0,0,0,0
"EE",2016,"Limited liability enterprise",2586,73882,2364,2363,0.91415313225058,0.913766434648105
"EE",2016,"Partnership, co-operatives, associations, etc.",1566,670,419,417,0.267560664112388,0.266283524904215
"EE",2016,"Sole proprietorship",32162,11185,0,0,0,0
"EE",2017,"Limited liability enterprise",2492,78464,2318,2317,0.930176565008026,0.929775280898876
"EE",2017,"Partnership, co-operatives, associations, etc.",1583,680,431,428,0.272267845862287,0.27037271004422
"EE",2017,"Sole proprietorship",33616,10585,0,0,0,0
"EE",2018,"Limited liability enterprise",2431,82570,2252,2252,0.926367749897162,0.926367749897162
"EE",2018,"Partnership, co-operatives, associations, etc.",1580,652,443,441,0.280379746835443,0.279113924050633
"EE",2018,"Sole proprietorship",32732,9873,0,0,0,0
"EE",2019,"Limited liability enterprise",2393,85026,2195,2195,0.917258671124112,0.917258671124112
"EE",2019,"Partnership, co-operatives, associations, etc.",1575,627,452,448,0.286984126984127,0.284444444444444
"EE",2019,"Sole proprietorship",32033,9305,0,0,0,0
"EE",2020,"Limited liability enterprise",2349,88010,2034,2034,0.865900383141762,0.865900383141762
"EE",2020,"Partnership, co-operatives, associations, etc.",1550,636,424,421,0.273548387096774,0.271612903225806
"EE",2020,"Sole proprietorship",31197,8856,0,0,0,0
"EE",2021,"Limited liability enterprise",2318,NA,597,597,0.257549611734254,0.257549611734254
"EE",2021,"Partnership, co-operatives, associations, etc.",1551,NA,137,134,0.0883301096067054,0.0863958736299162
"EE",2021,"Sole proprietorship",30299,NA,0,0,0,0
"EE",2022,"Limited liability enterprise",2292,NA,4,4,0.00174520069808028,0.00174520069808028
"EE",2022,"Partnership, co-operatives, associations, etc.",1534,NA,0,0,0,0
"EE",2022,"Sole proprietorship",28833,NA,0,0,0,0
"ES",2010,"Limited liability enterprise",1217239,1213318,749866,734336,0.616038427950468,0.603280046071478
"ES",2010,"Partnership, co-operatives, associations, etc.",152309,252891,2750,2698,0.0180554005344399,0.0177139893243341
"ES",2010,"Sole proprietorship",NA,1635807,0,0,NA,NA
"ES",2011,"Limited liability enterprise",1294365,1208308,745288,730142,0.575794308406052,0.564092817713705
"ES",2011,"Partnership, co-operatives, associations, etc.",165744,253456,2844,2771,0.0171589921807124,0.0167185539144705
"ES",2011,"Sole proprietorship",NA,1594676,0,0,NA,NA
"ES",2012,"Limited liability enterprise",1375237,1209684,745951,728249,0.542416325331561,0.529544362171757
"ES",2012,"Partnership, co-operatives, associations, etc.",179737,251468,3112,3047,0.0173141868396602,0.0169525473330477
"ES",2012,"Sole proprietorship",NA,1551291,0,0,NA,NA
"ES",2013,"Limited liability enterprise",1432737,1200936,749808,728437,0.523339594077629,0.508423388242225
"ES",2013,"Partnership, co-operatives, associations, etc.",196346,243142,3686,3621,0.018772982388233,0.0184419341366771
"ES",2013,"Sole proprietorship",NA,1507737,0,0,NA,NA
"ES",2014,"Limited liability enterprise",1481985,1202427,757128,735272,0.510887762021883,0.496139974426192
"ES",2014,"Partnership, co-operatives, associations, etc.",199331,248410,3710,3643,0.0186122580030201,0.0182761336671165
"ES",2014,"Sole proprietorship",NA,1493071,0,0,NA,NA
"ES",2015,"Limited liability enterprise",1539404,1202576,776701,754561,0.504546564774419,0.490164375303689
"ES",2015,"Partnership, co-operatives, associations, etc.",215929,245533,4075,3983,0.0188719440186358,0.0184458780432457
"ES",2015,"Sole proprietorship",NA,1522838,0,0,NA,NA
"ES",2016,"Limited liability enterprise",1609501,1217098,781302,760730,0.485431198862256,0.472649597608203
"ES",2016,"Partnership, co-operatives, associations, etc.",220562,230631,4690,4597,0.021263862315358,0.0208422121671004
"ES",2016,"Sole proprietorship",NA,1578508,0,0,NA,NA
"ES",2017,"Limited liability enterprise",1670119,1219112,799759,778940,0.478863482183006,0.466397903382933
"ES",2017,"Partnership, co-operatives, associations, etc.",227772,207928,4889,4782,0.0214644469030434,0.0209946788894157
"ES",2017,"Sole proprietorship",NA,1607147,0,0,NA,NA
"ES",2018,"Limited liability enterprise",1740483,1192694,842596,815849,0.48411619073556,0.468748617481469
"ES",2018,"Partnership, co-operatives, associations, etc.",234037,214356,4778,4660,0.0204155753150143,0.0199113815336891
"ES",2018,"Sole proprietorship",NA,1655939,0,0,NA,NA
"ES",2019,"Limited liability enterprise",1807478,1191693,853561,826100,0.472238666252093,0.457045673584962
"ES",2019,"Partnership, co-operatives, associations, etc.",240235,216639,4379,4274,0.0182279850979249,0.0177909130642912
"ES",2019,"Sole proprietorship",NA,1688266,0,0,NA,NA
"ES",2020,"Limited liability enterprise",1857452,1169237,738817,724215,0.39775832699849,0.389897020219096
"ES",2020,"Partnership, co-operatives, associations, etc.",245070,213459,2749,2704,0.0112172032480516,0.0110335822418085
"ES",2020,"Sole proprietorship",NA,1669945,0,0,NA,NA
"ES",2021,"Limited liability enterprise",1932161,NA,4021,3954,0.00208108951583227,0.00204641331648864
"ES",2021,"Partnership, co-operatives, associations, etc.",248484,NA,97,96,0.000390367186619662,0.000386342782633892
"ES",2022,"Limited liability enterprise",1935060,NA,4,4,2.06711936580778e-06,2.06711936580778e-06
"ES",2022,"Partnership, co-operatives, associations, etc.",248460,NA,0,0,0,0
"FI",2010,"Limited liability enterprise",197134,132630,149486,149099,0.758296387228991,0.756333255552061
"FI",2010,"Partnership, co-operatives, associations, etc.",41278,40619,2663,2663,0.0645137845825864,0.0645137845825864
"FI",2010,"Sole proprietorship",166167,113183,97,97,0.000583750082748079,0.000583750082748079
"FI",2011,"Limited liability enterprise",209341,135504,151459,151140,0.723503757028007,0.721979927486732
"FI",2011,"Partnership, co-operatives, associations, etc.",42848,41513,2632,2631,0.0614264376400299,0.0614030993278566
"FI",2011,"Sole proprietorship",179712,114063,126,126,0.000701121794871795,0.000701121794871795
"FI",2012,"Limited liability enterprise",221409,138397,145945,145551,0.659164713268205,0.657385201143585
"FI",2012,"Partnership, co-operatives, associations, etc.",44474,40585,2161,2160,0.0485901875252957,0.0485677024778522
"FI",2012,"Sole proprietorship",193817,112428,106,106,0.000546907649999742,0.000546907649999742
"FI",2013,"Limited liability enterprise",230650,146530,146170,145624,0.633730760893128,0.631363537827878
"FI",2013,"Partnership, co-operatives, associations, etc.",45924,31974,2289,2286,0.0498432192317742,0.0497778939116802
"FI",2013,"Sole proprietorship",207544,112274,110,110,0.000530008094669082,0.000530008094669082
"FI",2014,"Limited liability enterprise",238718,151177,154398,153214,0.64677988253923,0.641820055462931
"FI",2014,"Partnership, co-operatives, associations, etc.",47253,30237,2502,2496,0.0529490191098978,0.052822043044886
"FI",2014,"Sole proprietorship",222252,110516,101,101,0.000454439105159909,0.000454439105159909
"FI",2015,"Limited liability enterprise",246645,153515,160646,158423,0.651324778527844,0.642311824687304
"FI",2015,"Partnership, co-operatives, associations, etc.",47519,29034,2688,2671,0.0565668469454324,0.0562090953092447
"FI",2015,"Sole proprietorship",231726,107405,93,93,0.000401336060692369,0.000401336060692369
"FI",2016,"Limited liability enterprise",255289,155173,168878,161373,0.661516947459546,0.632118892705914
"FI",2016,"Partnership, co-operatives, associations, etc.",47020,27366,2943,2846,0.0625903870693322,0.0605274351339855
"FI",2016,"Sole proprietorship",241889,104964,111,111,0.00045888816771329,0.00045888816771329
"FI",2017,"Limited liability enterprise",260841,166507,175055,165225,0.671117654049785,0.633431860788756
"FI",2017,"Partnership, co-operatives, associations, etc.",41018,26281,3130,3018,0.0763079623579892,0.0735774538007704
"FI",2017,"Sole proprietorship",240486,103810,153,152,0.000636211671365485,0.00063205342514741
"FI",2018,"Limited liability enterprise",266697,170038,180969,170588,0.678556564190823,0.639632241832492
"FI",2018,"Partnership, co-operatives, associations, etc.",39867,25266,3223,3099,0.0808438056537989,0.0777334637670254
"FI",2018,"Sole proprietorship",242926,104828,184,183,0.000757432304487786,0.000753315824572092
"FI",2019,"Limited liability enterprise",271094,175742,187821,176452,0.692826104598405,0.650888621658908
"FI",2019,"Partnership, co-operatives, associations, etc.",38111,24232,3310,3178,0.086851565164913,0.0833879982157382
"FI",2019,"Sole proprietorship",245946,106173,187,185,0.000760329503224285,0.00075219763687964
"FI",2020,"Limited liability enterprise",267714,181789,187215,176120,0.699309711109617,0.657866230380182
"FI",2020,"Partnership, co-operatives, associations, etc.",36876,22959,3138,3016,0.0850959973966808,0.081787612539321
"FI",2020,"Sole proprietorship",253339,106638,130,130,0.000513146416461737,0.000513146416461737
"FI",2021,"Limited liability enterprise",267818,NA,149281,141501,0.557397187642354,0.528347609197291
"FI",2021,"Partnership, co-operatives, associations, etc.",35797,NA,1942,1863,0.0542503561750985,0.0520434673296645
"FI",2021,"Sole proprietorship",262369,NA,57,57,0.000217251275874818,0.000217251275874818
"FI",2022,"Limited liability enterprise",266326,NA,1414,1282,0.0053092826085324,0.00481364943715597
"FI",2022,"Partnership, co-operatives, associations, etc.",32290,NA,9,9,0.000278724063177454,0.000278724063177454
"FI",2022,"Sole proprietorship",261671,NA,0,0,0,0
"FR",2010,"Limited liability enterprise",1079608,1311570,916888,919907,0.849278627057228,0.852075012411913
"FR",2010,"Partnership, co-operatives, associations, etc.",24842,331541,13371,13443,0.538241687464777,0.541140004830529
"FR",2010,"Sole proprietorship",4479,1304512,474,521,0.105827193569993,0.11632060727841
"FR",2011,"Limited liability enterprise",1179328,1355222,996174,1001849,0.844696301622619,0.84950836408531
"FR",2011,"Partnership, co-operatives, associations, etc.",26379,339412,14148,14340,0.536335721596725,0.543614238598885
"FR",2011,"Sole proprietorship",5152,1282965,768,863,0.149068322981366,0.167507763975155
"FR",2012,"Limited liability enterprise",1273310,1387492,1062897,1070454,0.834751160361577,0.840686085870683
"FR",2012,"Partnership, co-operatives, associations, etc.",27722,364944,14745,14943,0.531888031166582,0.539030372988962
"FR",2012,"Sole proprietorship",5718,1286767,1490,1575,0.260580622595313,0.275445960125918
"FR",2013,"Limited liability enterprise",1354173,1766882,1039604,1043441,0.767703978738315,0.7705374424095
"FR",2013,"Partnership, co-operatives, associations, etc.",29147,37697,14491,14592,0.497169520019213,0.500634713692661
"FR",2013,"Sole proprietorship",6176,1376493,1440,1486,0.233160621761658,0.240608808290155
"FR",2014,"Limited liability enterprise",1405220,1844187,825426,825360,0.587399837747826,0.587352870013236
"FR",2014,"Partnership, co-operatives, associations, etc.",30300,37990,13159,13160,0.434290429042904,0.434323432343234
"FR",2014,"Sole proprietorship",6502,1532437,1562,1563,0.240233774223316,0.240387573054445
"FR",2015,"Limited liability enterprise",1429819,1923702,721365,709944,0.504514907131602,0.496527182811251
"FR",2015,"Partnership, co-operatives, associations, etc.",30955,37869,12648,12596,0.408593119043773,0.406913261185592
"FR",2015,"Sole proprietorship",6708,1530481,1667,1667,0.248509242695289,0.248509242695289
"FR",2016,"Limited liability enterprise",1456567,2012871,677284,596335,0.464986505941711,0.40941130754713
"FR",2016,"Partnership, co-operatives, associations, etc.",31723,33997,12518,12151,0.394603284683038,0.383034391450998
"FR",2016,"Sole proprietorship",6876,1511867,1656,1655,0.240837696335079,0.240692262943572
"FR",2017,"Limited liability enterprise",1466207,2118929,666414,557917,0.454515631148944,0.380517212098974
"FR",2017,"Partnership, co-operatives, associations, etc.",32286,36194,12688,12144,0.392987672675463,0.376138264263148
"FR",2017,"Sole proprietorship",6962,1595037,1827,1822,0.262424590634875,0.261706406205113
"FR",2018,"Limited liability enterprise",1467208,2224029,641591,512710,0.437287010430696,0.349446022649822
"FR",2018,"Partnership, co-operatives, associations, etc.",32789,35708,12655,11948,0.385952606056909,0.364390496812956
"FR",2018,"Sole proprietorship",7000,1721936,2004,1998,0.286285714285714,0.285428571428571
"FR",2019,"Limited liability enterprise",1461776,2344125,625298,478480,0.427765950460262,0.327327853241536
"FR",2019,"Partnership, co-operatives, associations, etc.",33253,35254,12777,11967,0.384236008781163,0.359877304303371
"FR",2019,"Sole proprietorship",7002,1873315,2202,2198,0.314481576692374,0.313910311339617
"FR",2020,"Limited liability enterprise",1401869,2447796,587231,434810,0.418891494141036,0.310164501818644
"FR",2020,"Partnership, co-operatives, associations, etc.",32114,35077,12320,11390,0.383633306346142,0.35467397396774
"FR",2020,"Sole proprietorship",6866,2027492,2327,2320,0.338916399650452,0.337896883192543
"FR",2021,"Limited liability enterprise",1355248,NA,162533,109130,0.119928603473313,0.0805240074141412
"FR",2021,"Partnership, co-operatives, associations, etc.",31311,NA,2305,1856,0.0736163009804861,0.0592762926766951
"FR",2021,"Sole proprietorship",6638,NA,784,784,0.118107863814402,0.118107863814402
"FR",2022,"Limited liability enterprise",1302773,NA,198,157,0.000151983499811556,0.000120512169042496
"FR",2022,"Partnership, co-operatives, associations, etc.",29929,NA,0,0,0,0
"FR",2022,"Sole proprietorship",6353,NA,0,0,0,0
"GB",2010,"Limited liability enterprise",1940015,1350255,1733836,241588,0.893722986677938,0.124528934054634
"GB",2010,"Partnership, co-operatives, associations, etc.",55672,201895,22983,7368,0.412828711021699,0.132346601523207
"GB",2010,"Sole proprietorship",NA,461065,0,0,NA,NA
"GB",2011,"Limited liability enterprise",2360353,1380415,1830191,204688,0.775388681269285,0.0867192322504303
"GB",2011,"Partnership, co-operatives, associations, etc.",69052,192105,27174,8040,0.393529513989457,0.116433991774315
"GB",2011,"Sole proprietorship",NA,455085,0,0,NA,NA
"GB",2012,"Limited liability enterprise",2823959,1434745,1937174,190446,0.685978089625239,0.0674393643817067
"GB",2012,"Partnership, co-operatives, associations, etc.",82501,179945,31160,8797,0.377692391607374,0.106629010557448
"GB",2012,"Sole proprietorship",NA,440245,0,0,NA,NA
"GB",2013,"Limited liability enterprise",3063132,1523665,2063386,179208,0.673619680771185,0.0585048244737739
"GB",2013,"Partnership, co-operatives, associations, etc.",90469,167925,34968,9458,0.386519139152638,0.104544097978313
"GB",2013,"Sole proprietorship",NA,435190,0,0,NA,NA
"GB",2014,"Limited liability enterprise",3301093,1640235,2203487,168037,0.667502248497695,0.0509034431929061
"GB",2014,"Partnership, co-operatives, associations, etc.",95854,155990,37499,9971,0.391209547854028,0.104022784651658
"GB",2014,"Sole proprietorship",NA,422725,0,0,NA,NA
"GB",2015,"Limited liability enterprise",3532569,1779175,2386587,166608,0.675595296227759,0.0471634099716099
"GB",2015,"Partnership, co-operatives, associations, etc.",102078,145820,38085,9592,0.373097043437371,0.0939673582946374
"GB",2015,"Sole proprietorship",NA,401025,0,0,NA,NA
"GB",2016,"Limited liability enterprise",3799192,1935880,2548611,174752,0.67082974485101,0.0459971488674434
"GB",2016,"Partnership, co-operatives, associations, etc.",112051,138145,37439,9049,0.334124639673006,0.0807578691845677
"GB",2016,"Sole proprietorship",NA,393340,0,0,NA,NA
"GB",2017,"Limited liability enterprise",3948383,2032440,2671728,196166,0.676663839348918,0.0496826169092512
"GB",2017,"Partnership, co-operatives, associations, etc.",113781,131935,36138,8988,0.317610145806418,0.078993856619295
"GB",2017,"Sole proprietorship",NA,385850,0,0,NA,NA
"GB",2018,"Limited liability enterprise",4160368,2082930,2773267,180996,0.666591753421813,0.0435048053441426
"GB",2018,"Partnership, co-operatives, associations, etc.",109009,124910,35580,7988,0.326395068297113,0.0732783531635003
"GB",2018,"Sole proprietorship",NA,372200,0,0,NA,NA
"GB",2019,"Limited liability enterprise",4286359,NA,2899390,180086,0.676422576830359,0.0420137463987501
"GB",2019,"Partnership, co-operatives, associations, etc.",109846,NA,35132,7447,0.319829579593249,0.0677949128780292
"GB",2020,"Limited liability enterprise",4502555,NA,3012948,173468,0.669164063515049,0.0385265699141932
"GB",2020,"Partnership, co-operatives, associations, etc.",110180,NA,34651,8350,0.31449446360501,0.075785078961699
"GB",2021,"Limited liability enterprise",4819030,NA,2288812,95014,0.474952843207035,0.0197164159592283
"GB",2021,"Partnership, co-operatives, associations, etc.",113869,NA,26108,5239,0.229281015904241,0.0460090103540033
"GB",2022,"Limited liability enterprise",4510888,NA,111050,3754,0.0246182126446057,0.000832208647166589
"GB",2022,"Partnership, co-operatives, associations, etc.",111253,NA,586,107,0.00526727369149596,0.000961771817389194
"GR",2010,"Limited liability enterprise",51188,NA,27091,27091,0.529245135578651,0.529245135578651
"GR",2010,"Partnership, co-operatives, associations, etc.",51304,NA,604,604,0.0117729611726181,0.0117729611726181
"GR",2010,"Sole proprietorship",2772,NA,7,7,0.00252525252525253,0.00252525252525253
"GR",2011,"Limited liability enterprise",53361,NA,33063,33063,0.619609827402035,0.619609827402035
"GR",2011,"Partnership, co-operatives, associations, etc.",54863,NA,477,477,0.00869438419335435,0.00869438419335435
"GR",2011,"Sole proprietorship",15468,NA,9,9,0.000581846392552366,0.000581846392552366
"GR",2012,"Limited liability enterprise",55723,NA,30347,30347,0.544604561850582,0.544604561850582
"GR",2012,"Partnership, co-operatives, associations, etc.",57869,NA,265,265,0.00457930843802381,0.00457930843802381
"GR",2012,"Sole proprietorship",15473,NA,5,5,0.000323143540360628,0.000323143540360628
"GR",2013,"Limited liability enterprise",58938,NA,28752,28752,0.487834673724931,0.487834673724931
"GR",2013,"Partnership, co-operatives, associations, etc.",60440,NA,183,183,0.00302779616148246,0.00302779616148246
"GR",2013,"Sole proprietorship",15478,NA,5,5,0.000323039152345264,0.000323039152345264
"GR",2014,"Limited liability enterprise",61844,NA,30343,30343,0.490637733652416,0.490637733652416
"GR",2014,"Partnership, co-operatives, associations, etc.",62854,NA,144,144,0.0022910236420912,0.0022910236420912
"GR",2014,"Sole proprietorship",15482,NA,5,5,0.000322955690479266,0.000322955690479266
"GR",2015,"Limited liability enterprise",65264,51334,28874,28874,0.442418484922775,0.442418484922775
"GR",2015,"Partnership, co-operatives, associations, etc.",64977,109260,93,93,0.00143127568216446,0.00143127568216446
"GR",2015,"Sole proprietorship",15493,616674,4,4,0.000258181114051507,0.000258181114051507
"GR",2016,"Limited liability enterprise",70070,54478,28663,28663,0.409062366205223,0.409062366205223
"GR",2016,"Partnership, co-operatives, associations, etc.",67388,107769,28,28,0.000415504244079065,0.000415504244079065
"GR",2016,"Sole proprietorship",15574,603727,1,1,6.42095800693464e-05,6.42095800693464e-05
"GR",2017,"Limited liability enterprise",76726,61705,31020,31020,0.4042958058546,0.4042958058546
"GR",2017,"Partnership, co-operatives, associations, etc.",70481,109427,21,21,0.000297952639718506,0.000297952639718506
"GR",2017,"Sole proprietorship",15596,597736,0,0,0,0
"GR",2018,"Limited liability enterprise",79850,74625,31187,31187,0.390569818409518,0.390569818409518
"GR",2018,"Partnership, co-operatives, associations, etc.",70490,117268,22,22,0.000312101007235069,0.000312101007235069
"GR",2018,"Sole proprietorship",15597,608946,0,0,0,0
"GR",2019,"Limited liability enterprise",82786,83658,31564,31564,0.381272195781895,0.381272195781895
"GR",2019,"Partnership, co-operatives, associations, etc.",70491,122456,20,20,0.000283724163368373,0.000283724163368373
"GR",2019,"Sole proprietorship",15597,620086,0,0,0,0
"GR",2020,"Limited liability enterprise",83468,89861,25804,25804,0.309148416159486,0.309148416159486
"GR",2020,"Partnership, co-operatives, associations, etc.",68354,128202,12,12,0.000175556660912309,0.000175556660912309
"GR",2020,"Sole proprietorship",15597,629962,0,0,0,0
"GR",2021,"Limited liability enterprise",83464,NA,1351,1351,0.0161866193808109,0.0161866193808109
"GR",2021,"Partnership, co-operatives, associations, etc.",68354,NA,0,0,0,0
"GR",2021,"Sole proprietorship",15598,NA,0,0,0,0
"GR",2022,"Limited liability enterprise",83436,NA,1,1,1.19852341914761e-05,1.19852341914761e-05
"GR",2022,"Partnership, co-operatives, associations, etc.",68354,NA,0,0,0,0
"GR",2022,"Sole proprietorship",15598,NA,0,0,0,0
"HR",2010,"Limited liability enterprise",103855,NA,87595,87595,0.843435559193106,0.843435559193106
"HR",2010,"Partnership, co-operatives, associations, etc.",2132,NA,1525,1525,0.715290806754221,0.715290806754221
"HR",2010,"Sole proprietorship",54878,NA,5415,5415,0.0986734210430409,0.0986734210430409
"HR",2011,"Limited liability enterprise",110044,NA,89239,89239,0.810939260659373,0.810939260659373
"HR",2011,"Partnership, co-operatives, associations, etc.",2305,NA,1602,1602,0.695010845986985,0.695010845986985
"HR",2011,"Sole proprietorship",57915,NA,5434,5434,0.0938271604938272,0.0938271604938272
"HR",2012,"Limited liability enterprise",117509,89242,92853,92853,0.79017777361734,0.79017777361734
"HR",2012,"Partnership, co-operatives, associations, etc.",2432,1148,1519,1519,0.624588815789474,0.624588815789474
"HR",2012,"Sole proprietorship",61202,57408,5675,5675,0.0927257279173883,0.0927257279173883
"HR",2013,"Limited liability enterprise",128016,89787,94406,94406,0.737454693163355,0.737454693163355
"HR",2013,"Partnership, co-operatives, associations, etc.",2469,976,1358,1358,0.550020251113811,0.550020251113811
"HR",2013,"Sole proprietorship",66440,55037,5645,5645,0.0849638771824202,0.0849638771824202
"HR",2014,"Limited liability enterprise",136421,87360,97057,97057,0.711452049171315,0.711452049171315
"HR",2014,"Partnership, co-operatives, associations, etc.",2495,762,1265,1265,0.507014028056112,0.507014028056112
"HR",2014,"Sole proprietorship",71203,58644,5898,5898,0.0828335884723958,0.0828335884723958
"HR",2015,"Limited liability enterprise",143038,90793,103024,103024,0.720256155706875,0.720256155706875
"HR",2015,"Partnership, co-operatives, associations, etc.",2496,733,1207,1207,0.483573717948718,0.483573717948718
"HR",2015,"Sole proprietorship",76496,54603,4707,4707,0.0615326291570801,0.0615326291570801
